New Orleans,New Orleans,1857.??.??,?,"Paulsen, Louis","Morphy, Paul ",,,C64,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Bc5'], ['Bb5', 'd6'], ['d4', 'exd4'], ['Nxd4', 'Bd7'], ['Nxc6', 'bxc6'], ['Ba4', 'Qf6\n'], ['O-O', 'Ne7'], ['Be3', 'Bxe3'], ['fxe3', 'Qh6'], ['Qd3', 'Ng6'], ['Rae1', 'Ne5'], ['Qe2', 'O-O'], ['h3', 'Kh8\n'], ['Nd1', 'g5'], ['Nf2', 'Rg8'], ['Nd3', 'g4'], ['Nxe5', 'dxe5'], ['hxg4', 'Bxg4'], ['Qf2', 'Rg6'], ['Qxf7', 'Be6']]",0-1
Leipzig m2,Leipzig,1864.??.??,6,"Neumann, Gustav Richard","Paulsen, Louis",,,C84,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['d4', 'exd4'], ['e5', 'Ne4'], ['Nxd4', 'O-O\n'], ['Nf5', 'd5'], ['Bxc6', 'bxc6'], ['Nxe7+', 'Qxe7'], ['Re1', 'f6'], ['f3', 'Nc5'], ['exf6', 'Qxf6'], ['Nc3', 'Bf5\n'], ['Be3', 'Ne6'], ['Bf2', 'Qg6'], ['Bg3', 'Rab8'], ['b3', 'h6'], ['Rc1', 'd4'], ['Ne2', 'Rbd8']]",1/2-1/2
Leipzig m1,Leipzig,1864.??.??,6,"Lange, Max","Paulsen, Louis",,,C33,"[['e4', 'e5'], ['f4', 'exf4'], ['Bc4', 'Qh4+'], ['Kf1', 'd6'], ['d4', 'Nf6'], ['Nf3', 'Qh6'], ['Nc3', 'c6'], ['e5', 'Nh5\n'], ['Qe1', 'd5'], ['Bd3', 'Be7'], ['Kg1', 'g5'], ['Ne2', 'Bg4'], ['Qf2', 'Nd7'], ['h3', 'Be6'], ['h4', 'g4'], ['Ng5', 'Bxg5\n'], ['hxg5', 'Qxg5'], ['g3', 'f5'], ['Bxf4', 'Qg6'], ['Qh2', 'Bf7'], ['Rf1', 'O-O-O'], ['Bc1', 'c5'], ['Bxf5', 'Qa6\n'], ['Bxg4', 'Rhf8'], ['Bxh5', 'Be6'], ['c3', 'cxd4'], ['cxd4', 'Rxf1+'], ['Kxf1', 'Rf8+'], ['Kg2', 'Bf5\n'], ['Nc3', 'Qb6'], ['Rd1', 'Nxe5'], ['dxe5', 'd4'], ['Qg1', 'Qc6+'], ['Bf3', 'Bh3+'], ['Kxh3', 'Qxf3'], ['Qxd4', 'h5\n'], ['Qd7+', 'Kb8'], ['Bf4', 'a6'], ['Qd6+', 'Ka7'], ['Qc5+', '']]",1-0
Leipzig m2,Leipzig,1864.??.??,7,"Paulsen, Louis","Neumann, Gustav Richard",,,B00,"[['e4', 'b6'], ['Nc3', 'Bb7'], ['g3', 'e6'], ['Bg2', 'Nf6'], ['Nge2', 'c5'], ['d3', 'Be7'], ['O-O', 'd6'], ['e5', 'Nd5\n'], ['exd6', 'Qxd6'], ['Ne4', 'Qd7'], ['b3', 'Nc6'], ['Bb2', 'e5'], ['Qd2', 'f5'], ['N4c3', 'Nd4'], ['f4', 'Nxc3\n'], ['Nxc3', 'exf4'], ['Bxb7', 'Qxb7'], ['Qxf4', 'O-O'], ['Rf2', 'Bf6'], ['h4', 'Rae8'], ['Rg2', 'Be5'], ['Qf1', 'f4\n'], ['Ne4', 'fxg3'], ['Qc1', 'Nf3+'], ['Kh1', 'Qd7'], ['Ng5', 'Nxg5'], ['hxg5', 'Qh3+'], ['Kg1', 'Bf4']]",0-1
Leipzig m1,Leipzig,1864.??.??,7,"Paulsen, Louis","Lange, Max",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['Qe2', 'Bd6'], ['O-O', 'O-O'], ['c3', 'Re8'], ['d3', 'Ne7'], ['Bc4', 'Ng6\n'], ['Ng5', 'Re7'], ['d4', 'Qe8'], ['f4', 'exd4'], ['cxd4', 'Bb4'], ['e5', 'd5'], ['Bd3', 'Qc6'], ['f5', 'Nf8\n'], ['Qf3', 'Ne8'], ['a3', 'Ba5'], ['b4', 'Bb6'], ['Be3', 'h6'], ['b5', 'Qd7'], ['e6', 'Qd8'], ['exf7+', 'Rxf7\n'], ['Nxf7', 'Kxf7'], ['Nc3', 'Nf6'], ['Na4', 'c6'], ['Nxb6', 'axb6'], ['a4', 'Bd7'], ['Rfe1', 'Rc8'], ['Bf4', 'Be8\n'], ['Qe2', 'c5'], ['Rac1', 'Kg8'], ['Qe7', 'Qxe7'], ['Rxe7', 'N8d7'], ['Bd6', 'Ra8'], ['dxc5', 'bxc5'], ['Bxc5', 'Rxa4\n'], ['Bd6', 'Ra8'], ['h3', 'Rd8'], ['Rc7', 'b6'], ['Rb7', 'Ra8'], ['Be5', 'Nxe5'], ['Rxe5', 'Ra3'], ['Be2', 'd4\n'], ['Rxb6', 'd3'], ['Rxf6', 'Bxb5'], ['Rxb5', 'gxf6'], ['Bf3', 'Kf7'], ['Rd5', '']]",1-0
Leipzig m2,Leipzig,1864.??.??,8,"Neumann, Gustav Richard","Paulsen, Louis",,,C84,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Nc3', 'b5'], ['Bb3', 'd6'], ['h3', 'Bb7\n'], ['d3', 'O-O'], ['a3', 'Nd7'], ['Ne2', 'Nc5'], ['Ba2', 'Kh8'], ['Ng3', 'Bf6'], ['Be3', 'Ne6'], ['Qd2', 'Ne7\n'], ['d4', 'exd4'], ['Nxd4', 'd5'], ['Nxe6', 'fxe6'], ['c3', 'dxe4'], ['Bxe6', 'Nd5'], ['Bc5', 'Re8'], ['Bf7', 'Re5\n'], ['Bd4', 'Re7'], ['Bxd5', 'Qxd5'], ['Rad1', 'Bxd4'], ['Qxd4', 'Qxd4'], ['Rxd4', 'c5'], ['Rd2', 'e3'], ['fxe3', 'Rxe3\n'], ['Nf5', 'Re5'], ['Nd6', 'Re7'], ['Nxb7', 'Rxb7'], ['Rfd1', 'h6'], ['Rd8+', 'Rxd8'], ['Rxd8+', 'Kh7']]",1/2-1/2
Leipzig m2,Leipzig,1864.??.??,9,"Paulsen, Louis","Neumann, Gustav Richard",,,B00,"[['e4', 'b6'], ['d4', 'Bb7'], ['Bd3', 'e6'], ['Nh3', 'Nf6'], ['f3', 'c5'], ['c3', 'Nc6'], ['Be3', 'd5'], ['e5', 'Nd7'], ['O-O', 'Be7\n'], ['Nd2', 'cxd4'], ['cxd4', 'Nb4'], ['Be2', 'Rc8'], ['Bf2', 'Bh4'], ['g3', 'Be7'], ['f4', 'g6'], ['a3', 'Nc6\n'], ['Rc1', 'h5'], ['Nb3', 'a6'], ['Bd3', 'b5'], ['Qf3', 'Qb6'], ['Be3', 'a5'], ['Qf2', 'a4'], ['Nd2', 'Na5'], ['Rxc8+', 'Bxc8\n'], ['Ng5', 'Nc4'], ['Nxc4', 'bxc4'], ['Bc2', 'Qa6'], ['h3', 'Nb8'], ['Nf3', 'Nc6'], ['Nd2', 'Bd7'], ['Nb1', 'Na5\n'], ['Nc3', 'Nb3'], ['Qe2', 'Bd8'], ['Qd1', '']]",1/2-1/2
Leipzig m2,Leipzig,1864.??.??,10,"Neumann, Gustav Richard","Paulsen, Louis",,,C84,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Nc3', 'b5'], ['Bb3', 'd6'], ['h3', 'Na5\n'], ['d3', 'c5'], ['Qe2', 'O-O'], ['Nh2', 'Bb7'], ['f4', 'Nxb3'], ['axb3', 'Nd7'], ['f5', 'Nb6'], ['Ng4', 'f6\n'], ['Nd1', 'd5'], ['Ndf2', 'c4'], ['bxc4', 'dxc4'], ['Be3', 'Rc8'], ['Nh2', 'Bc5'], ['Bxc5', 'Rxc5'], ['Rad1', 'Qe7\n'], ['Nf3', 'cxd3'], ['Rxd3', 'b4'], ['Rfd1', 'Qc7'], ['Ne1', 'Bc6'], ['Qd2', 'a5'], ['b3', 'Nc8'], ['Rd8', 'Na7\n'], ['Rxf8+', 'Kxf8'], ['Ned3', 'Rc3'], ['Rc1', 'Bb5'], ['Nd1', 'Qb6+'], ['Kh2', 'Rc8'], ['Ne3', 'Qd4'], ['Ng4', 'Kg8\n'], ['Rd1', 'Rc3'], ['Ne1', 'Nc6'], ['Nf3', 'Qxd2'], ['Rxd2', 'a4'], ['bxa4', 'Bxa4'], ['Ne1', 'Nd4'], ['Nf2', 'Bxc2\n'], ['Nxc2', 'Rxc2'], ['Rxc2', 'Nxc2'], ['Nd3', 'b3'], ['Kg1', 'h5'], ['Kf2', 'Kh7'], ['Ke2', 'Nb4'], ['Nb2', 'g6\n'], ['Kd2', 'gxf5'], ['Kc3', 'Nc2'], ['exf5', 'Nd4'], ['Nc4', 'Kh6'], ['Nd6', 'Kg5'], ['h4+', 'Kg4']]",0-1
Berlin it,Berlin,1865.??.??,?,"Mayet, Carl","Paulsen, Louis",,,C33,"[['e4', 'e5'], ['f4', 'exf4'], ['Bc4', 'Qh4+'], ['Kf1', 'd6'], ['Nf3', 'Qh6'], ['d4', 'Nf6'], ['Nc3', 'c6'], ['h4', 'Nh5\n'], ['Ne2', 'Be7'], ['g3', 'Qg6'], ['Nxf4', 'Nxg3+'], ['Kg2', 'Qg4'], ['Nh2', 'Qxd1'], ['Rxd1', 'Nxe4'], ['Re1', 'f5\n'], ['Be6', 'Na6'], ['Nf3', 'Bxe6'], ['Nxe6', 'Kd7'], ['Neg5', 'Bxg5'], ['Bxg5', 'h6'], ['Bf4', 'g5'], ['Bh2', 'Rag8\n'], ['h5', 'Nc7']]",0-1
Altona MT,Altona,1869.??.??,?,"Anderssen, Adolf","Paulsen, Louis",,,C77,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['d3', 'd6'], ['Bxc6+', 'bxc6'], ['h3', 'Be7'], ['Nc3', 'O-O\n'], ['O-O', 'c5'], ['Kh2', 'Bb7'], ['Qe2', 'Nd7'], ['g4', 'Nb6'], ['b3', 'Qd7'], ['Bd2', 'Rae8'], ['Rg1', 'c6\n'], ['Rg3', 'Bd8'], ['Rag1', 'Na8'], ['g5', 'Nc7'], ['Rg4', 'f5'], ['gxf6', 'Bxf6'], ['Nh4', 'Ne6'], ['Nf5', 'Nd4\n'], ['Nxg7', 'Bxg7'], ['Rxg7+', 'Qxg7'], ['Rxg7+', 'Kxg7'], ['Qh5', 'Re6'], ['f4', 'exf4'], ['Bxf4', 'Rg6\n'], ['Bg3', 'Bc8'], ['Ne2', 'Nf3+'], ['Kg2', 'Rg5'], ['Qxf3', 'Bxh3+'], ['Kf2', 'Rxf3+'], ['Kxf3', 'Bg4+\n'], ['Kf4', 'Rg6'], ['Nc3', 'h5'], ['Bh4', 'Kf7'], ['Bg5', 'Ke6'], ['Na4', 'Bd1'], ['c3', 'h4'], ['Nb2', 'Bh5\n'], ['Nc4', 'h3'], ['Ne3', 'h2']]",0-1
Altona MT,Altona,1869.??.??,?,"Paulsen, Louis","Schallopp, Emil",,,C80,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['Re1', 'Nc5'], ['Bxc6', 'dxc6'], ['Nxe5', 'Be7\n'], ['d4', 'Ne6'], ['Be3', 'O-O'], ['f4', 'f6'], ['Nf3', 'f5'], ['c3', 'Bd6'], ['Qb3', 'Kh8'], ['Ne5', 'Bxe5'], ['dxe5', 'Qh4\n'], ['g3', 'Qh3'], ['Nd2', 'Bd7'], ['Re2', 'b6'], ['Rf1', 'Rad8'], ['Rff2', 'Bc8'], ['Re1', 'c5'], ['Nf3', 'h6\n'], ['Qc4', 'Rfe8'], ['Qe2', 'Bb7'], ['Nh4', 'Kg8'], ['Bd2', 'Re7'], ['Qf1', 'Qg4'], ['Ng2', 'Red7'], ['Ne3', 'Qg6\n'], ['Bc1', 'Rd3'], ['Qh3', 'Be4'], ['Qh4', 'b5'], ['g4', 'Rf8'], ['h3', 'fxg4'], ['Qg3', 'Rxf4'], ['Rxf4', 'Nxf4\n'], ['Qxf4', 'gxh3+'], ['Kf2', 'h2'], ['Qxh2', 'Qf7+'], ['Kg1', 'Qg6+'], ['Kf1', 'Qf7+'], ['Qf2', 'Qh5'], ['Qg3', 'Rd8\n'], ['Ng4', 'Rf8+'], ['Bf4', 'Qh1+'], ['Kf2', 'Qg2+'], ['Qxg2', 'Bxg2'], ['Nf6+', 'gxf6'], ['Kxg2', 'fxe5\n'], ['Bxe5', 'Rf7'], ['Rd1', 'c6'], ['Rd8+', 'Kh7'], ['Rc8', 'Re7'], ['Rc7', 'Rxc7'], ['Bxc7', 'Kg6'], ['Bb6', 'b4\n'], ['c4', 'Kf5'], ['Kf3', 'Ke5'], ['Bxc5', 'a5'], ['b3', 'h5'], ['Bb6', 'h4'], ['Bxa5', 'c5'], ['Ke3', 'Kd6\n'], ['Bd8', 'h3'], ['Bh4', 'Ke5'], ['Bg3+', 'Kf5'], ['Bb8', 'Ke6'], ['Ke4', 'Ke7'], ['Kd5', '']]",1-0
Altona MT,Altona,1869.??.??,?,"Alexander, Alexander","Paulsen, Louis",,,C24,"[['e4', 'e5'], ['Bc4', 'Nf6'], ['d3', 'c6'], ['Nc3', 'd5'], ['exd5', 'cxd5'], ['Bb5+', 'Nc6'], ['Nf3', 'd4'], ['Bxc6+', 'bxc6\n'], ['Ne2', 'Bd6'], ['Ng3', 'O-O'], ['O-O', 'Nd5'], ['Re1', 'Qc7'], ['Ne4', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'f5\n'], ['Nxd6', 'Qxd6'], ['Bd2', 'Rae8'], ['Qg3', 'Qf6'], ['c3', 'c5'], ['cxd4', 'cxd4'], ['Rac1', 'e4'], ['dxe4', 'fxe4\n'], ['Rc5', 'Qf7'], ['Bh6', 'Nf4'], ['Rf5', 'Qg6'], ['Rxf8+', 'Rxf8'], ['Bxf4', 'Qf5'], ['Be5', 'Rf7'], ['Bxd4', 'h6\n'], ['Qe5', 'Qd7'], ['Qxe4', 'Qa4'], ['Qe8+', 'Qxe8'], ['Rxe8+', 'Kh7'], ['Ra8', '']]",0-1
Altona MT,Altona,1869.??.??,?,"Paulsen, Louis","Von Minckwitz, Johannes",,,C78,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['Nc3', 'Bc5'], ['O-O', 'b5'], ['Bb3', 'Bb7'], ['d3', 'd6\n'], ['Ne2', 'Qd7'], ['Ng3', 'h6'], ['Be3', 'Bxe3'], ['fxe3', 'Na5'], ['c3', 'Nxb3'], ['Qxb3', 'O-O'], ['Qd1', 'Kh7\n'], ['h3', 'Qe6'], ['Qe2', 'g6'], ['Qf2', 'Ng8'], ['a4', 'c6'], ['Nd2', 'f6'], ['axb5', 'cxb5'], ['Qe2', 'Rf7\n'], ['c4', 'bxc4'], ['Nxc4', 'Raf8'], ['Rf2', 'Ne7'], ['Raf1', 'f5'], ['d4', 'f4'], ['exf4', 'exf4'], ['d5', 'Qd7\n'], ['Qd3', 'Kg8'], ['Ne2', 'g5'], ['Nd4', 'Rf6'], ['Ne6', 'R8f7'], ['h4', 'Rg6'], ['Rf3', 'Bc8'], ['e5', 'Qa7+\n'], ['Kh2', 'Bxe6'], ['dxe6', 'Rxe6'], ['exd6', 'Nf5'], ['Qd5', 'Re2'], ['Ne5', 'Rxe5'], ['Qxe5', 'Ne3'], ['Qe8+', 'Kg7\n'], ['Rxe3', 'Qxe3'], ['d7', 'Qg3+'], ['Kg1', '']]",1-0
Altona MT+,Altona,1869.??.??,1,"Paulsen, Louis","Zukertort, Johannes Hermann",,,C77,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['Qe2', 'b5'], ['Bb3', 'Bb7'], ['d3', 'Bc5'], ['O-O', 'd6\n'], ['Nc3', 'O-O'], ['Be3', 'Nd4'], ['Bxd4', 'exd4'], ['Nd1', 'Re8'], ['Nd2', 'Qd7'], ['h3', 'Re7'], ['f4', 'Bxe4\n'], ['Nxe4', 'Rxe4'], ['Qf3', 'Ree8'], ['Nf2', 'c6'], ['Ne4', 'Nxe4'], ['dxe4', 'Re7'], ['Kh1', 'Rae8'], ['e5', 'd5\n'], ['c3', 'f6'], ['Bc2', 'fxe5'], ['fxe5', 'Rxe5'], ['cxd4', 'Bxd4'], ['Qd3', 'Re4'], ['Qg3', 'Be5'], ['Qg5', 'Rc4\n'], ['Bb3', 'Rd4'], ['Rac1', 'Rd3'], ['Rf5', 'Rg3'], ['Rxe5', 'Rxg5'], ['Rxg5', 'h6'], ['Rg3', 'Qd6'], ['Rgc3', 'Rc8\n'], ['Rc5', 'Kh7'], ['Bxd5', 'cxd5'], ['Rxc8', 'd4'], ['R8c2', 'Qd5'], ['a3', 'Kg6'], ['Rc6+', 'Kh7'], ['R6c2', 'Kg6\n'], ['Rc6+', 'Kh7'], ['R6c2', 'Qb3'], ['Rd2', 'h5'], ['Rf1', 'Qe3'], ['Rfd1', 'Qb3'], ['Rf1', 'b4'], ['Rf3', 'Qc4\n'], ['Rfd3', 'bxa3'], ['bxa3', 'Qa4'], ['Kh2', 'Kg6'], ['Rf2', 'Qc4']]",1/2-1/2
Altona MT playoff-1pl,Altona,1869.??.??,1,"Anderssen, Adolf","Paulsen, Louis",,,C77,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['d3', 'd6'], ['Bxc6+', 'bxc6'], ['h3', 'Be7'], ['Nc3', 'O-O\n'], ['O-O', 'c5'], ['Nh2', 'Bb7'], ['Ne2', 'c4'], ['Ng3', 'cxd3'], ['cxd3', 'd5'], ['Ng4', 'dxe4'], ['Nxf6+', 'Bxf6\n'], ['dxe4', 'Qxd1'], ['Rxd1', 'Rad8'], ['Be3', 'Rxd1+'], ['Rxd1', 'Rd8'], ['Rc1', 'Rd7'], ['f3', 'Be7'], ['Bc5', 'Bd8']]",1/2-1/2
Altona MT playoff-1pl,Altona,1869.??.??,2,"Paulsen, Louis","Anderssen, Adolf",,,C77,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['Nc3', 'Bb4'], ['Nd5', 'Bc5'], ['d3', 'h6'], ['Be3', 'Bxe3\n'], ['fxe3', 'Nxd5'], ['exd5', 'Ne7'], ['e4', 'Ng6'], ['d4', 'O-O'], ['dxe5', 'Nxe5'], ['O-O', 'Qe7'], ['Bb3', 'd6\n'], ['h3', 'Bd7'], ['Qe2', 'Rae8'], ['Rae1', 'Ng6'], ['Qd2', 'Nh4'], ['c3', 'Nxf3+'], ['Rxf3', 'Qh4'], ['Qf2', 'Qxf2+\n'], ['Kxf2', 'Re5'], ['Bc2', 'Rfe8'], ['Rfe3', 'Kf8'], ['c4', 'R8e7'], ['b4', 'Ke8'], ['Kf3', 'Kd8'], ['Rc3', 'f5\n'], ['Rce3', 'f4'], ['Kxf4', 'Rf7+'], ['Kg3', 'Rg5+'], ['Kh2', 'Rf2'], ['Bb3', 'Rgxg2+'], ['Kh1', 'Rh2+\n'], ['Kg1', 'Rfg2+'], ['Kf1', 'Rg6'], ['R1e2', 'Rh1+'], ['Kf2', 'Bxh3'], ['Re1', 'Rh2+'], ['Kf3', 'Rb2'], ['Rd3', 'Bf1\n'], ['Rdd1', 'Bg2+'], ['Ke3', 'Rg3+'], ['Kd4', 'Rf2'], ['c5', 'h5'], ['Re3', 'Rxe3'], ['Kxe3', 'Rf3+'], ['Ke2', 'h4\n'], ['e5', 'h3'], ['c6', 'bxc6'], ['dxc6', 'Rxb3'], ['axb3', 'h2'], ['exd6', 'h1=Q'], ['dxc7+', 'Kxc7'], ['Rxh1', 'Bxh1\n'], ['Ke3', 'Kxc6'], ['Kf4', 'Kb5'], ['Kg5', 'Be4'], ['Kf4', 'Bh7'], ['Ke5', 'Kxb4'], ['Ke6', 'Kxb3']]",0-1
Altona MT,Altona,1869.??.??,2,"Zukertort, Johannes Hermann","Paulsen, Louis",,,C77,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['d3', 'd6'], ['Bxc6+', 'bxc6'], ['h3', 'Be7'], ['Nc3', 'O-O\n'], ['O-O', 'c5'], ['Nh2', 'Bb7'], ['Qe2', 'Nd7'], ['f4', 'exf4'], ['Bxf4', 'Bf6'], ['Qd2', 'Ne5'], ['Bxe5', 'Bxe5\n'], ['Nf3', 'f6'], ['Nxe5', 'fxe5'], ['Rxf8+', 'Qxf8'], ['Rf1', 'Qe7'], ['Qf2', 'Rd8'], ['Qf3', 'c6'], ['Ne2', 'Bc8\n'], ['Ng3', 'Be6'], ['Nf5', 'Qd7'], ['Qg3', 'Kh8'], ['b3', 'Rf8'], ['Nh4', 'Re8'], ['Nf3', 'Bg8'], ['Rf2', 'Qc7\n'], ['Nh4', 'Qd7'], ['Qf3', 'Be6'], ['Qh5', 'Ra8'], ['Nf3', 'Kg8'], ['Ng5', 'h6'], ['Nxe6', 'Qxe6'], ['Qf5', 'Qe7\n'], ['c4', 'a5'], ['Rf3', 'Rd8'], ['Kh2', 'Ra8'], ['Kg3', 'Rd8'], ['Kg4', 'Ra8'], ['h4', 'Rd8'], ['g3', 'Rd7\n'], ['Kh3', 'Rd8'], ['g4', 'Ra8'], ['g5', 'hxg5'], ['h5', 'Rd8'], ['Kg4', 'd5'], ['Qxg5', 'Qd7+'], ['Qf5', 'Qe7\n'], ['Kh3', 'dxe4'], ['dxe4', 'Rd1'], ['Qc8+', 'Rd8'], ['Qxc6', 'Rd1'], ['Qc8+', 'Rd8'], ['Qg4', 'Rd6'], ['Qc8+', 'Rd8\n'], ['Qf5', 'Rd6'], ['Qc8+', 'Rd8'], ['Qc6', 'Rd1'], ['Qc8+', 'Rd8'], ['Qf5', 'Rd6'], ['Kg4', 'Rd1'], ['Rh3', 'Rg1+\n'], ['Rg3', 'Rh1'], ['Qc8+', 'Kh7'], ['Rh3', 'Rg1+'], ['Kf3', 'Rf1+'], ['Ke2', 'Qf6'], ['Qg4', 'Qf2+'], ['Kd3', 'Qd4+']]",0-1
Baden-Baden m,Baden-Baden,1870.??.??,1,"Paulsen, Louis","Anderssen, Adolf",,,C46,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Bc5'], ['Nxe5', 'Bxf2+'], ['Kxf2', 'Nxe5'], ['d4', 'Qf6+'], ['Kg1', 'Ng4\n'], ['Qd2', 'Ne7'], ['h3', 'Nh6'], ['Qf2', 'Qg6'], ['Nb5', 'O-O'], ['Nxc7', 'Rb8'], ['Nb5', 'f5'], ['e5', 'd5'], ['exd6', 'Nd5\n'], ['Bc4', 'Be6'], ['Nc7', 'Nxc7'], ['dxc7', 'Rbc8'], ['Bxe6+', 'Qxe6'], ['Bf4', 'Nf7'], ['Kh2', 'Qb6'], ['Rhe1', 'g5\n'], ['Be5', 'Nxe5'], ['Rxe5', 'Qxc7'], ['c3', 'g4'], ['hxg4', 'fxg4'], ['Qh4', 'Kh8'], ['Kg1', 'Qb6'], ['Rae1', 'Qxb2\n'], ['Re7', 'Qc2'], ['R1e4', 'Qc1+'], ['Kh2', 'h6'], ['Re3', 'Rc6'], ['Qxg4', 'Rg8'], ['Re8', '']]",1-0
Baden-Baden,Baden-Baden,1870.??.??,1,"Neumann, Gustav Richard","Paulsen, Louis",,,A85,"[['c4', 'f5'], ['Nc3', 'Nf6'], ['d4', 'e6'], ['a3', 'Be7'], ['e3', 'O-O'], ['Bd3', 'b6'], ['Nge2', 'd6'], ['Qc2', 'c5'], ['d5', 'exd5\n'], ['cxd5', 'Ng4'], ['Nf4', 'Ne5'], ['Be2', 'a6'], ['Ne6', 'Bxe6'], ['dxe6', 'Ra7'], ['f4', 'Nec6'], ['Nd5', 'b5\n'], ['g4', 'Bh4+'], ['Kd1', 'fxg4'], ['Bxg4', 'Ne7'], ['e4', 'Nbc6'], ['Be3', 'Nxd5'], ['exd5', 'Ne7'], ['Qd2', 'Nf5\n'], ['Bxf5', 'Rxf5'], ['Kc2', 'Bf6'], ['Rad1', 'Bd4'], ['Bxd4', 'Rxd5'], ['Qe3', 'cxd4'], ['Rxd4', 'Qc8+\n'], ['Kb1', 'Rxd4'], ['Qxd4', 'Qxe6'], ['Qxa7', 'Qe4+'], ['Ka2', 'Qd5+'], ['Kb1', 'Qxh1+'], ['Ka2', 'Qd5+\n'], ['Ka1', 'Qc6'], ['Qe3', 'd5'], ['Qe5', 'h6'], ['Kb1', 'Qc4'], ['Qe6+', 'Kh8'], ['Qxa6', 'Qe4+'], ['Ka2', 'd4\n'], ['Qxb5', 'd3'], ['Kb3', 'd2'], ['Qd7', 'Qe2'], ['Qc8+', 'Kh7'], ['Qf5+', 'Kg8'], ['Qc8+', 'Kf7'], ['Qf5+', 'Ke7\n'], ['Qc5+', 'Ke6'], ['Qc8+', 'Kf6'], ['Qc6+', 'Kf5'], ['Qc8+', 'Kg6']]",0-1
Baden-Baden,Baden-Baden,1870.??.??,2,"Paulsen, Louis","Neumann, Gustav Richard",,,C60,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nge7'], ['c3', 'd6'], ['d4', 'Bd7'], ['O-O', 'g6'], ['d5', 'Nb8'], ['Bd3', 'h6\n'], ['Ne1', 'g5'], ['c4', 'Bg7'], ['Nc3', 'Ng6'], ['Ne2', 'Nf4'], ['Ng3', 'h5'], ['Nf5', 'Bxf5'], ['exf5', 'Nd7\n'], ['Be4', 'Nf6'], ['f3', 'h4'], ['Nd3', 'Bh6'], ['Nf2', 'Qd7'], ['Ng4', 'Ke7'], ['Nxf6', 'Kxf6'], ['b3', 'Nh5\n'], ['f4', 'Nxf4'], ['g3', 'hxg3'], ['hxg3', 'Nh3+'], ['Kg2', 'g4'], ['Bxh6', 'Rxh6'], ['Qxg4', 'Rhh8'], ['Rae1', 'Rag8\n'], ['Qd1', 'Nf4+'], ['Kf3', 'Rh3'], ['Rg1', 'Nh5'], ['Rh1', 'Rhxg3+'], ['Kf2', 'Nf4'], ['Rh6+', 'Ke7'], ['Reh1', 'Kd8\n'], ['Qb1', 'Ke8'], ['R1h4', 'c6'], ['dxc6', 'bxc6'], ['Qh1', 'd5'], ['cxd5', 'cxd5'], ['Bb1', 'Qb5'], ['Rxf4', 'Qc5+']]",0-1
