New Orleans,New Orleans,1857.??.??,?,"Paulsen, Louis","Morphy, Paul ",,,C64,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Bc5'], ['Bb5', 'd6'], ['d4', 'exd4'], ['Nxd4', 'Bd7'], ['Nxc6', 'bxc6'], ['Ba4', 'Qf6\n'], ['O-O', 'Ne7'], ['Be3', 'Bxe3'], ['fxe3', 'Qh6'], ['Qd3', 'Ng6'], ['Rae1', 'Ne5'], ['Qe2', 'O-O'], ['h3', 'Kh8\n'], ['Nd1', 'g5'], ['Nf2', 'Rg8'], ['Nd3', 'g4'], ['Nxe5', 'dxe5'], ['hxg4', 'Bxg4'], ['Qf2', 'Rg6'], ['Qxf7', 'Be6']]",0-1
Leipzig m,Leipzig,1876.??.??,7,"Anderssen, Adolf","Paulsen, Louis",,,C13,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['Bg5', 'Be7'], ['Bxf6', 'Bxf6'], ['Nf3', 'O-O'], ['Bd3', 'b6'], ['O-O', 'c5\n'], ['exd5', 'cxd4'], ['Nb5', 'Bb7'], ['dxe6', 'fxe6'], ['Nfxd4', 'Bxd4'], ['Nxd4', 'Qd5'], ['Qg4', 'Rf6\n'], ['Rad1', 'h5'], ['Qh3', 'Kf8'], ['Nb5', 'Na6'], ['c4', 'Qg5'], ['Nd6', 'Rf3'], ['Qxe6', 'Rf6'], ['Ne4', 'Qg6\n'], ['Qd7', 'Bxe4'], ['Bxe4', 'Qxe4'], ['Rfe1', 'Qxc4'], ['Rc1', 'Qg4'], ['Qb7', 'Rb8'], ['Qxa6', 'Qf5'], ['Qxa7', 'Qxf2+\n'], ['Kh1', 'Qf4'], ['h3', 'Kg8'], ['Rc7', 'Qg3'], ['Qxb8+', 'Kh7'], ['Rg1', 'Rc6'], ['Rb7', 'Qg6'], ['Qe5', 'Rc2\n'], ['Rxb6', 'Qxb6'], ['Qxh5+', 'Qh6'], ['Qf5+', 'Qg6'], ['Qxg6+', 'Kxg6'], ['Rb1', 'Kg5'], ['a4', 'Kh4\n'], ['a5', 'g5'], ['a6', '']]",1-0
Leipzig m,Leipzig,1876.??.??,8,"Paulsen, Louis","Anderssen, Adolf",,,C46,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'g6'], ['Bc4', 'Bg7'], ['a3', 'd6'], ['h3', 'Nd4'], ['d3', 'Be6'], ['Nd5', 'c6'], ['Ne3', 'Ne7\n'], ['Nh2', 'Bxc4'], ['Nxc4', 'd5'], ['Ne3', 'Ne6'], ['O-O', 'O-O'], ['Bd2', 'f5'], ['exd5', 'cxd5'], ['Bb4', 'd4\n'], ['Nc4', 'b5'], ['Nd2', 'Re8'], ['Bxe7', 'Qxe7'], ['Nhf3', 'Nf4'], ['Re1', 'Qb7'], ['h4', 'e4'], ['dxe4', 'fxe4\n'], ['Ng5', 'e3'], ['Qf3', 'Qxf3'], ['Ndxf3', 'h6'], ['Nh3', 'Nxh3+'], ['gxh3', 'Rf8'], ['Kg2', 'Rac8'], ['Re2', 'exf2\n'], ['Rxf2', 'Rf4'], ['Re2', 'Rcf8'], ['Rf1', 'Bf6'], ['Rd1', 'Kg7'], ['Rd3', 'a6'], ['Re6', 'a5'], ['Rd6', 'Rc8\n'], ['Kg3', 'Re4'], ['Rd7+', 'Kg8'], ['Rd6', 'Kf7'], ['Rd2', 'Rc5'], ['Kg2', 'Ke7'], ['Ra6', 'a4'], ['Ra7+', 'Ke6\n'], ['Rh7', 'h5'], ['Rb7', 'Rd5'], ['Rb6+', 'Kf7'], ['Rc6', 'Kg7'], ['c4', 'Rf5'], ['cxb5', 'Ref4'], ['Rd3', 'Rxb5\n'], ['Rc4', 'Rxb2+'], ['Kg3', 'Re4'], ['Rxa4', 'Kh6'], ['Rb4', 'Ra2'], ['a4', 'Ree2'], ['Nxd4', 'Rg2+'], ['Kf3', 'Rh2\n'], ['Ke4', 'Bxh4'], ['Kd5', 'Rhf2'], ['Nf3', 'Be7'], ['Re4', 'Bf6'], ['Ke6', 'Bg7'], ['h4', 'Rfe2'], ['Rxe2', 'Rxe2+\n'], ['Kf7', 'Ra2'], ['Rd6', 'Rg2'], ['a5', 'Rg4'], ['Rd3', 'Ra4'], ['Ng5', 'Rxa5'], ['Rd8', 'Ra7+'], ['Ke6', 'Ba1\n'], ['Rd7', 'Rxd7'], ['Kxd7', 'Bd4'], ['Ke6', 'Bf2'], ['Nf3', 'Bxh4'], ['Nxh4', 'Kg5'], ['Nf3+', 'Kf4'], ['Nh4', 'g5\n'], ['Ng6+', 'Kg3'], ['Kf5', 'h4'], ['Ne5', 'h3'], ['Ng4', '']]",1/2-1/2
Leipzig m,Leipzig,1876.??.??,9,"Anderssen, Adolf","Paulsen, Louis",,,C13,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['Bg5', 'Be7'], ['Bxf6', 'Bxf6'], ['Nf3', 'O-O'], ['Bd3', 'Nc6'], ['Ne2', 'Nb4\n'], ['O-O', 'b6'], ['exd5', 'exd5'], ['Bb5', 'Bb7'], ['c3', 'Nc6'], ['Bd3', 'Ne7'], ['Ng3', 'g6'], ['Qd2', 'Qd6\n'], ['Rae1', 'c5'], ['Ne5', 'Nc6'], ['Ng4', 'Bg7'], ['Nh6+', 'Kh8'], ['Ngf5', 'gxf5'], ['Nxf5', 'Qf6'], ['Re3', 'cxd4\n'], ['Rg3', 'dxc3'], ['Qe2', 'Nd4'], ['Nxd4', 'Qxd4'], ['Qh5', 'f5'], ['Re1', 'Qf6'], ['Rh3', 'h6'], ['Rg3', 'Qf7\n'], ['Rg6', 'Rae8'], ['Rxe8', 'Qxe8'], ['g4', 'Qe1+'], ['Bf1', 'Ba6']]",0-1
Leipzig m,Leipzig,1876.??.??,10,"Paulsen, Louis","Anderssen, Adolf",,,C46,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'g6'], ['d4', 'exd4'], ['Nxd4', 'Bg7'], ['Be3', 'Nge7'], ['Qd2', 'd6'], ['O-O-O', 'Be6\n'], ['Nxe6', 'fxe6'], ['Bc4', 'Qd7'], ['Bh6', 'Bxh6'], ['Qxh6', 'Ne5'], ['Bb3', 'Ng4'], ['Qh4', 'h5'], ['h3', 'Nh6\n'], ['Qf6', 'Rf8'], ['Qxe6', 'Qxe6'], ['Bxe6', 'Rf6'], ['Nd5', 'Nxd5'], ['exd5', 'Rxf2'], ['g4', 'Ke7'], ['gxh5', 'gxh5\n'], ['Rhg1', 'Rh8'], ['Rg7+', 'Nf7'], ['Re1', 'Kf8'], ['Reg1', 'a5'], ['R7g3', 'Ke7'], ['Rc3', 'c5'], ['Rb3', 'Nd8\n'], ['Bc8', 'Kf7'], ['Bxb7', 'Re8'], ['Ba6', 'Re5'], ['Rbg3', 'Ke7'], ['Rd1', 'Nf7'], ['Bf1', 'Ng5'], ['c4', 'Nf3\n'], ['Rg7+', 'Kf6'], ['Rd7', 'Ne1'], ['Bd3', 'Nxd3+'], ['Rxd3', 'Re1+'], ['Rd1', 'Rxd1+'], ['Kxd1', 'Ke5\n'], ['Kc1', 'Rh2'], ['Ra7', 'Rxh3'], ['Rxa5', 'Rh2'], ['a4', 'h4'], ['Ra8', 'Rg2'], ['Rh8', 'Rg4'], ['b3', 'Kf4\n'], ['a5', 'Kg3'], ['a6', 'Rg7'], ['Rh6', 'h3'], ['Rxd6', 'h2'], ['Rh6', 'Kg2'], ['Kb2', 'h1=Q'], ['Rxh1', 'Kxh1\n'], ['b4', 'cxb4'], ['Kb3', 'Ra7'], ['Kxb4', 'Rxa6'], ['c5', '']]",1-0
Leipzig m,Leipzig,1877.??.??,1,"Paulsen, Louis","Anderssen, Adolf",,,C46,"[['e4', 'e5'], ['Nc3', 'Bc5'], ['Nf3', 'Nc6'], ['Nxe5', 'Nxe5'], ['d4', 'Bd6'], ['dxe5', 'Bxe5'], ['Be2', 'c6'], ['O-O', 'Nf6\n'], ['Bf3', 'h6'], ['Be3', 'd6'], ['Bd4', 'Be6'], ['b3', 'O-O'], ['Qd3', 'Qe7'], ['Rae1', 'Rfd8'], ['Nd1', 'Nd7\n'], ['c4', 'Qf6'], ['Bc3', 'a5'], ['Be2', 'g5'], ['f3', 'Nf8'], ['Bd2', 'Ng6'], ['g3', 'd5'], ['cxd5', 'cxd5\n'], ['Be3', 'dxe4'], ['Qxe4', 'Bd5'], ['Qg4', 'Qg7'], ['Nf2', 'Be6'], ['Qa4', 'Bd4'], ['Bc4', 'Ne5'], ['Kg2', 'g4\n'], ['fxg4', 'Bxe3'], ['Rxe3', 'Rd4'], ['Re4', 'b5'], ['Qxb5', 'Nxc4'], ['bxc4', 'Bxc4'], ['Re8+', 'Rxe8\n'], ['Qxe8+', 'Kh7'], ['Rd1', 'Bxa2'], ['Qb5', 'Bd5+'], ['Kh3', 'Rxd1'], ['Nxd1', 'Qd4'], ['Ne3', 'Be6'], ['Nf5', 'Qd1\n'], ['Qe5', 'Qf1+'], ['Kh4', 'Bxf5'], ['gxf5', 'Qc4+'], ['g4', 'a4'], ['f6', 'Qc2'], ['h3', 'a3'], ['Kg3', 'a2\n'], ['h4', 'Qb3+'], ['Kh2', 'Qf3'], ['Qe7', 'Kg6'], ['h5+', 'Kg5'], ['Qe5+', 'Kxg4'], ['Qa1', 'Qe2+'], ['Kh1', 'Qe4+\n'], ['Kh2', 'Qc2+']]",0-1
Leipzig,Leipzig,1877.??.??,1,"Metger, Johannes","Paulsen, Louis",,,B06,"[['e4', 'e6'], ['d4', 'g6'], ['Nf3', 'Bg7'], ['Bd3', 'Ne7'], ['Be3', 'd5'], ['Nc3', 'Nbc6'], ['Ne2', 'Nb4'], ['Ng3', 'Nxd3+\n'], ['Qxd3', 'dxe4'], ['Nxe4', 'O-O'], ['h4', 'f5'], ['Neg5', 'h6'], ['Nh3', 'Nd5'], ['Nf4', 'Nxf4'], ['Bxf4', 'c5\n'], ['Be5', 'cxd4'], ['Bxd4', 'Bxd4'], ['Nxd4', 'Qd5'], ['O-O', 'e5'], ['Nf3', 'Qe6'], ['Rfe1', 'e4'], ['Qd2', 'Qf6\n'], ['Qd5+', 'Be6'], ['Qe5', 'Rad8'], ['Re2', 'Bd5'], ['Qxf6', 'Rxf6'], ['Ne5', 'Re6'], ['c4', 'Rxe5'], ['cxd5', 'Rexd5\n'], ['Kh2', 'Rd2'], ['Rae1', 'Kg7'], ['f3', 'exf3'], ['gxf3', 'Kf6'], ['Kg3', 'Rxe2'], ['Rxe2', 'g5'], ['Rc2', 'f4+\n'], ['Kg4', 'h5+'], ['Kh3', 'g4+'], ['Kg2', 'Rd3'], ['Rc5', 'Rd2+'], ['Kf1', 'Rxb2'], ['Rxh5', 'gxf3'], ['Ra5', 'a6\n'], ['Kg1', 'Re2'], ['Kf1', 'Kg6'], ['Kg1', 'Rg2+'], ['Kf1', 'Rh2'], ['Ra3', 'Rxh4'], ['Rxf3', 'Kf5'], ['Rb3', 'Rh7\n'], ['Kg2', 'Kg4'], ['a4', 'f3+'], ['Kf2', 'Rh2+'], ['Kg1', 'Kg3'], ['a5', 'Ra2'], ['Rb1', 'Rg2+'], ['Kh1', 'Rh2+\n'], ['Kg1', 'f2+']]",0-1
Leipzig m,Leipzig,1877.??.??,2,"Anderssen, Adolf","Paulsen, Louis",,,B45,"[['e4', 'c5'], ['Nf3', 'e6'], ['Nc3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Be3', 'Bb4'], ['Bd3', 'd5'], ['exd5', 'Nxd5\n'], ['Nxc6', 'bxc6'], ['Bd2', 'Nxc3'], ['bxc3', 'Bd6'], ['O-O', 'O-O'], ['f4', 'Bc5+'], ['Kh1', 'g6'], ['Rf3', 'Qf6\n'], ['Qe2', 'Bb7'], ['Raf1', 'Rfe8'], ['Rg3', 'Bf8'], ['Be4', 'a5'], ['c4', 'Qe7'], ['Rb1', 'f5'], ['Bf3', 'Bg7\n'], ['Qe3', 'e5'], ['c5', 'exf4'], ['Qxf4', 'Qf7'], ['Rh3', 'Qxa2'], ['Rc1', 'Qf7'], ['Qa4', 'Qd7'], ['Qc4+', 'Kh8\n'], ['Bg5', 'a4'], ['Be2', 'Bb2'], ['Rb1', 'Ba6'], ['Qa2', 'Bg7'], ['Bxa6', 'Rxa6'], ['Rd3', 'Qc7'], ['g3', 'Raa8\n'], ['Rbd1', 'Qe5'], ['Rd7', 'a3'], ['R1d3', 'Qe1+']]",0-1
Leipzig,Leipzig,1877.??.??,2,"Paulsen, Louis","Zukertort, Johannes Hermann",,,C48,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Nf6'], ['Bb5', 'Bc5'], ['O-O', 'd6'], ['d4', 'exd4'], ['Nxd4', 'Bd7'], ['Nf5', 'O-O\n'], ['Bg5', 'Bxf5'], ['exf5', 'Nd4'], ['Bd3', 'd5'], ['Bxf6', 'gxf6'], ['Na4', 'Qd6'], ['Nxc5', 'Qxc5'], ['Qg4+', 'Kh8\n'], ['Qh4', 'Rg8'], ['Qxf6+', 'Rg7'], ['c3', 'Nc6'], ['Rae1', 'Rg8'], ['Re3', 'Qd6'], ['Qxd6', 'Rxg2+'], ['Kh1', 'cxd6\n'], ['f6', 'Ne5'], ['Bxh7', 'Ng4'], ['Bxg8', 'Nxe3'], ['Bxf7', '']]",1-0
Leipzig,Leipzig,1877.??.??,3,"Flechsig, Ernst","Paulsen, Louis",,,B00,"[['e4', 'b6'], ['d4', 'Bb7'], ['d5', 'Nf6'], ['Nc3', 'c6'], ['Bg5', 'd6'], ['Bxf6', 'gxf6'], ['Bc4', 'Bg7'], ['Qh5', 'cxd5\n'], ['Nxd5', 'e6'], ['Nf4', 'O-O'], ['f3', 'e5'], ['Nfe2', 'Nc6'], ['c3', 'Ne7'], ['Rd1', 'Qc8'], ['Bb3', 'Qc5\n'], ['Nh3', 'Rad8'], ['Nf2', 'Ba6'], ['Rd2', 'Ng6'], ['Ng4', 'Bxe2'], ['Rxe2', 'Nf4'], ['Nh6+', 'Bxh6'], ['Qxh6', 'Nxe2\n'], ['Kxe2', 'd5'], ['h4', 'Qe7'], ['Bxd5', 'f5'], ['exf5', 'Rd6'], ['Qd2', 'Rfd8'], ['c4', 'Kh8'], ['g4', 'b5\n'], ['b3', 'bxc4'], ['bxc4', 'Rb6'], ['Qc3', 'Rdb8'], ['Rd1', 'Qxh4'], ['c5', 'Rb2+'], ['Rd2', 'Qh2+'], ['Kd3', 'Rxd2+\n'], ['Qxd2', 'Qxd2+'], ['Kxd2', 'Rd8'], ['Kd3', 'Rxd5+'], ['Kc4', 'Rd1'], ['c6', 'Kg7'], ['Kb5', 'Rc1'], ['a4', 'Kf6\n'], ['a5', 'Kg5'], ['Ka6', 'Rxc6+'], ['Kxa7', 'Kf4'], ['Kb7', 'Rc3'], ['a6', 'Rxf3'], ['a7', 'Rb3+'], ['Ka8', 'Ra3']]",0-1
Leipzig m,Leipzig,1877.??.??,3,"Paulsen, Louis","Anderssen, Adolf",,,C46,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Bc5'], ['Nxe5', 'Nxe5'], ['d4', 'Bd6'], ['dxe5', 'Bxe5'], ['f4', 'Bxc3+'], ['bxc3', 'd6\n'], ['Qd4', 'Qh4+'], ['g3', 'Qe7'], ['Bg2', 'Nf6'], ['O-O', 'O-O'], ['Ba3', 'c5'], ['Qd3', 'Rd8'], ['Rab1', 'Rb8\n'], ['c4', 'b6'], ['Rbe1', 'Ba6'], ['Bh3', 'Re8'], ['e5', 'dxe5'], ['fxe5', 'Rbd8'], ['Qc3', 'Nh5'], ['g4', 'Rd4\n'], ['Qxd4', 'cxd4'], ['Bxe7', 'Rxe7'], ['gxh5', 'Bxc4'], ['Rf4', '']]",1-0
Leipzig,Leipzig,1877.??.??,4,"Paulsen, Louis","Goering, Carl Theodor",,,C49,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Nf6'], ['Bb5', 'Bb4'], ['O-O', 'O-O'], ['Bxc6', 'dxc6'], ['d3', 'Bg4'], ['h3', 'Bh5\n'], ['Kh1', 'Qe7'], ['Rg1', 'Rad8'], ['Qe2', 'h6'], ['Nd1', 'Bc5'], ['g4', 'Bg6'], ['Nh4', 'Kh7'], ['Be3', 'Nd7\n'], ['Nf5', 'Qe6'], ['Rg3', 'Rh8'], ['Bxc5', 'Nxc5'], ['Nde3', 'Qf6'], ['Rag1', 'Ne6'], ['Qd2', 'Ng5'], ['Qa5', 'Ne6\n'], ['g5', 'Nxg5'], ['h4', 'Bxf5'], ['hxg5', 'Bxe4+'], ['dxe4', 'hxg5'], ['Ng4', 'Kg8+'], ['Kg2', 'Qg6'], ['Qxe5', 'f6\n'], ['Qe6+', 'Kf8'], ['Re1', 'Re8'], ['Ne5', 'Qxe4+'], ['Rxe4', 'Rxe6'], ['Ng6+', '']]",1-0
Leipzig m,Leipzig,1877.??.??,4,"Anderssen, Adolf","Paulsen, Louis",,,C70,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'b5'], ['Bb3', 'Bb7'], ['O-O', 'g6'], ['c3', 'Bg7'], ['d4', 'd6'], ['Bg5', 'Nf6\n'], ['Bd5', 'h6'], ['Bxf6', 'Qxf6'], ['dxe5', 'dxe5'], ['a4', 'O-O'], ['Na3', 'Nd8'], ['Bxb7', 'Nxb7'], ['axb5', 'axb5\n'], ['Nxb5', 'Qb6'], ['Rxa8', 'Rxa8'], ['Na3', 'Qxb2'], ['Nb1', 'Nd6'], ['h3', 'Ra1'], ['Nfd2', 'Ra2'], ['Qg4', 'Qb5\n'], ['c4', 'Qb4'], ['Qe2', 'Rb2'], ['Qd3', 'h5'], ['g3', 'Bh6'], ['f4', 'Qc5+'], ['Kh1', 'h4'], ['Qc3', 'Ra2\n'], ['fxe5', 'Bxd2'], ['Nxd2', 'Ra3'], ['Qb2', 'Nxc4'], ['Qc2', 'Rxg3'], ['Nxc4', 'Rxh3+'], ['Kg2', 'Rg3+\n'], ['Kh2', 'Kg7'], ['e6', 'fxe6'], ['Qb2+', 'Kh6'], ['Qh8+', 'Kg5'], ['Qf6+', 'Kh5'], ['Ne5', 'Qe3'], ['Qh8+', 'Kg5\n'], ['Qd8+', 'Kh5'], ['Qd1+', 'Kh6'], ['Ng4+', 'Rxg4'], ['Qxg4', 'Qd2+'], ['Kh3', 'Qe3+'], ['Rf3', 'Qe2']]",1-0
Leipzig m,Leipzig,1877.??.??,5,"Paulsen, Louis","Anderssen, Adolf",,,C45,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Bc5'], ['Be3', 'Qf6'], ['c3', 'Nge7'], ['Bb5', 'O-O'], ['O-O', 'Bb6\n'], ['f4', 'd6'], ['Na3', 'a6'], ['Be2', 'Qg6'], ['Bf3', 'f5'], ['exf5', 'Bxf5'], ['Nxf5', 'Nxf5'], ['Bxb6', 'cxb6\n'], ['Qb3+', 'Kh8'], ['Qxb6', 'Qf7'], ['Bxc6', 'bxc6'], ['Qxc6', 'Qa7+'], ['Kh1', 'Ng3+'], ['hxg3', 'Rf6\n'], ['Rf2', 'g5'], ['Qf3', 'g4'], ['Qe2', 'Raf8'], ['Qd2', 'Rh6+'], ['Kg1', 'Rf5'], ['Qd4+', '']]",1-0
Leipzig,Leipzig,1877.??.??,5,"Paulsen, Louis","Winawer, Szymon",,,C46,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Bc5'], ['Nxe5', 'Bxf2+'], ['Kxf2', 'Nxe5'], ['d4', 'Ng6'], ['Bc4', 'd6'], ['Rf1', 'Be6\n'], ['d5', 'Bd7'], ['Kg1', 'Ne5'], ['Bb3', 'Ne7'], ['Bf4', 'N7g6'], ['Bg3', 'Qg5'], ['Qd4', 'O-O'], ['Ne2', 'h5\n'], ['Bf4', 'Nxf4'], ['Nxf4', 'Qh6'], ['Rae1', 'a6'], ['h3', 'Rae8'], ['c4', 'g5'], ['Nd3', 'g4'], ['Re3', 'Nxd3\n'], ['Rxd3', 'f5'], ['exf5', 'Bxf5'], ['Rc3', 'Re2'], ['Rf2', 'Rxf2'], ['Qxf2', 'gxh3'], ['Qh4', 'Bg4'], ['gxh3', 'Qf4\n'], ['Qe1', 'Bf3'], ['Rc2', 'Rf7'], ['Qe6', 'Kh7'], ['Rg2', 'Bxg2'], ['Bc2+', 'Kg7'], ['Qg6+', 'Kf8']]",0-1
Leipzig,Leipzig,1877.??.??,6,"Paulsen, Louis","Leffmann, Karl",,,A85,"[['c4', 'e6'], ['d4', 'f5'], ['a3', 'Nf6'], ['Nc3', 'd6'], ['Nf3', 'g6'], ['e3', 'Bg7'], ['Be2', 'b6'], ['O-O', 'Bb7'], ['Ng5', 'Qe7\n'], ['Bf3', 'Bxf3'], ['Qxf3', 'c6'], ['d5', 'exd5'], ['cxd5', 'c5'], ['Ne6', 'a6'], ['e4', 'fxe4'], ['Nxe4', 'Nxe4\n'], ['Qxe4', 'Be5'], ['Bg5', '']]",1-0
Leipzig m,Leipzig,1877.??.??,6,"Anderssen, Adolf","Paulsen, Louis",,,C70,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'b5'], ['Bb3', 'Bb7'], ['d3', 'g6'], ['Nc3', 'Bg7'], ['a4', 'bxa4\n'], ['Bxa4', 'Nge7'], ['Bg5', 'h6'], ['Be3', 'O-O'], ['Bb3', 'Nd4'], ['Bxd4', 'exd4'], ['Ne2', 'c5'], ['O-O', 'd5\n'], ['exd5', 'Nxd5'], ['Qd2', 'Qd6'], ['Rfe1', 'Kh7'], ['Ng3', 'f5'], ['Bxd5', 'Bxd5'], ['Re2', 'Bc6'], ['Qa5', 'Bb5\n'], ['Nd2', 'Rae8'], ['Rae1', 'Qf4'], ['Ngf1', 'Qb8'], ['Qa3', 'Qa7'], ['Nb3', 'Rxe2'], ['Rxe2', 'Rc8'], ['Nfd2', 'Bf8\n'], ['Nc4', 'Qf7'], ['Nbd2', 'Re8'], ['Rxe8', 'Qxe8'], ['Qa1', 'Qe6'], ['h3', 'Bg7'], ['Qf1', 'Bf6'], ['f4', 'g5\n'], ['g3', 'gxf4'], ['gxf4', 'Bc6'], ['Kh2', 'Qd5'], ['Na5', 'Ba8'], ['Ndc4', 'Bh4'], ['Ne5', 'Bd8'], ['Nac4', 'Bc7\n'], ['Qg1', 'Qe6'], ['Qg3', 'Bd5'], ['Qf2', 'Qg8'], ['Qg3', 'Qe8'], ['Qf2', 'Bd8'], ['Nd2', 'Bc7'], ['Ndc4', 'a5\n'], ['b3', 'Bd8'], ['Nd2', 'a4'], ['bxa4', 'Qxa4'], ['Qg3', 'Qe8'], ['Ndf3', 'Qh5'], ['Kg1', 'Be7'], ['Kf2', 'Bb7\n'], ['Kg1', 'Bd5'], ['Kf2', 'Bb7'], ['Kg1', 'Bd8'], ['Kf2', '']]",1/2-1/2
Leipzig m,Leipzig,1877.??.??,7,"Paulsen, Louis","Anderssen, Adolf",,,C46,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Bc5'], ['Nxe5', 'Nxe5'], ['d4', 'Bd6'], ['dxe5', 'Bxe5'], ['Nd5', 'c6'], ['Ne3', 'Nf6\n'], ['Bc4', 'O-O'], ['Qd3', 'Re8'], ['Qb3', 'd5'], ['exd5', 'cxd5'], ['Bb5', 'Re6'], ['O-O', 'Rb6'], ['Qd3', 'a6\n'], ['Ba4', 'Rb4'], ['Bb3', 'Rd4'], ['Qe2', 'Re4'], ['f3', 'Rh4'], ['g3', 'Rh5'], ['c3', 'Bd6'], ['Ng2', 'Bh3\n'], ['Be3', 'Qc7'], ['Qf2', 'Re8'], ['Rfe1', 'Bxg2'], ['Kxg2', 'Re6'], ['Bd4', 'Nd7'], ['f4', 'Reh6'], ['Re8+', 'Nf8\n'], ['h4', 'Rg6'], ['Bc2', 'f5'], ['Qf3', 'Qf7'], ['Rae1', 'Rxh4'], ['Bb3', 'Bxf4'], ['Qxd5', 'Rxg3+'], ['Kf1', 'Kh8\n'], ['Qxf7', 'Rh1+'], ['Ke2', 'Rh2+'], ['Bf2', '']]",1-0
Leipzig,Leipzig,1877.??.??,7,"Paulsen, Wilfried","Paulsen, Louis",,,C00,"[['e4', 'b6'], ['d4', 'e6'], ['a3', 'Bb7'], ['d5', 'g6'], ['c4', 'Bg7'], ['Nf3', 'Ne7'], ['Nc3', 'Na6'], ['Qc2', 'd6'], ['b4', 'Nb8\n'], ['Rb1', 'a5'], ['b5', 'e5'], ['Bd3', 'Nd7'], ['Qe2', 'Nc5'], ['Bc2', 'Bc8'], ['h3', 'f5'], ['exf5', 'Nxf5\n'], ['g4', 'Nh4'], ['Nxh4', 'Qxh4'], ['Be3', 'O-O'], ['Kd2', 'Bh6'], ['Rbf1', 'Bd7'], ['Bxh6', 'Qxh6+'], ['Qe3', 'Qh4\n'], ['Ne2', 'Rf7'], ['Rhg1', 'Raf8'], ['Rg3', 'Rf4'], ['Kc3', 'Qf6'], ['g5', 'Qf7'], ['f3', 'Rh4'], ['Rh1', 'Bf5\n'], ['Qd2', 'Qg7'], ['Bxf5', 'Rxf5'], ['Re1', 'e4+'], ['Qd4', 'exf3'], ['Qxg7+', 'Kxg7'], ['Nd4', 'f2'], ['Nxf5+', 'gxf5\n'], ['Rf1', 'Ne4+'], ['Kd3', 'Nxg3'], ['Rxf2', 'Kg6'], ['Rf3', 'Ne4'], ['Re3', 'Rxh3']]",0-1
Leipzig m,Leipzig,1877.??.??,8,"Anderssen, Adolf","Paulsen, Louis",,,C70,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'b5'], ['Bb3', 'Bb7'], ['O-O', 'g6'], ['d3', 'Bg7'], ['a4', 'Nge7\n'], ['Nc3', 'Nd4'], ['Ba2', 'b4'], ['Nxd4', 'exd4'], ['Ne2', 'd5'], ['f3', 'O-O'], ['Qe1', 'c5'], ['Qg3', 'c4\n'], ['Bg5', 'b3'], ['cxb3', 'cxd3'], ['Nf4', 'dxe4'], ['fxe4', 'Bxe4'], ['Qe1', 'f5'], ['b4+', 'Rf7'], ['Ne6', 'Qd6\n'], ['Nxg7', 'Kxg7'], ['Qxe4', 'Raf8'], ['Qh4', 'Nc6'], ['Rf3', 'h5'], ['Bxf7', 'Rxf7'], ['Rxd3', 'Rd7'], ['Rad1', 'Qxb4\n'], ['Bf6+', 'Kh7'], ['Bxd4', '']]",1-0
Leipzig,Leipzig,1877.??.??,8,"Franke, August Wilhelm","Paulsen, Louis",,,C33,"[['e4', 'e5'], ['f4', 'exf4'], ['Bc4', 'Nf6'], ['Qe2', 'Nc6'], ['Nf3', 'Be7'], ['d4', 'd5'], ['exd5', 'Nxd5'], ['Bxd5', 'Qxd5\n'], ['Nc3', 'Qf5'], ['O-O', 'O-O'], ['Kh1', 'Bd6'], ['Ne4', 'Bd7'], ['c3', 'Rae8'], ['Nxd6', 'cxd6'], ['Qf2', 'g5\n'], ['g4', 'Qd5'], ['Qg2', 'f6'], ['b3', 'b5'], ['Ba3', 'b4'], ['c4', 'Qe4'], ['Rae1', 'Qd3'], ['Rd1', 'Qe2'], ['Bc1', 'Qxg2+\n'], ['Kxg2', 'Re2+'], ['Rf2', 'Rxf2+'], ['Kxf2', 'Bxg4'], ['a3', 'a5'], ['Rd2', 'Rb8'], ['a4', 'Re8'], ['d5', 'Ne5\n'], ['Nd4', 'Bh3'], ['Nc6', 'Ng4+']]",0-1
