London Simpsons,London,1851.??.??,?,Blackburne/Steel,Zukertort/Hoffer,,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['c3', 'Nf6'], ['d3', 'd6'], ['Nbd2', 'a6'], ['Bb3', 'h6'], ['Nf1', 'Ne7\n'], ['Be3', 'Ng6'], ['Qd2', 'Qe7'], ['Ng3', 'Bd7'], ['O-O', 'O-O-O'], ['c4', 'Bg4'], ['Bd1', 'Nh5'], ['Nd4', 'Bxd1\n'], ['Ndf5', 'Qd7'], ['Raxd1', 'Ngf4'], ['Nxh5', 'Nxh5'], ['b4', 'Bxe3'], ['fxe3', 'g6'], ['Nh4', 'Ng7'], ['b5', 'axb5\n'], ['Qa5', 'Kb8'], ['Rb1', 'Ne6'], ['Rxb5', 'c6'], ['Rb6', 'Qc7'], ['Rfb1', 'Rd7'], ['Qa3', 'Qc8'], ['Ra6', 'Nc7\n'], ['Rxc6', 'Rg8'], ['Nf3', 'f5'], ['Nd2', 'Rf7'], ['c5', 'dxc5'], ['Nc4', 'Rd8'], ['Nb6', 'bxc6'], ['Nd7+', '']]",1-0
Vienna,Vienna,1882.??.??,9,"Fleissig, Bernhard","Zukertort, Johannes Hermann",,,C45,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Bc5'], ['Be3', 'Qf6'], ['c3', 'Nge7'], ['Nc2', 'd6'], ['Nd2', 'Ne5\n'], ['Bxc5', 'dxc5'], ['Ne3', 'Be6'], ['Qa4+', 'c6'], ['Be2', 'O-O'], ['O-O', 'N7g6'], ['g3', 'Rfd8'], ['Qc2', 'Bh3\n'], ['f4', 'Bxf1'], ['fxe5', 'Nxe5'], ['Rxf1', 'Qe6'], ['Ndc4', 'b5'], ['Nxe5', 'Qxe5'], ['Bg4', 'c4'], ['Nf5', 'Rd3\n'], ['Qf2', 'Rf8'], ['Nd4', 'Qd6'], ['Ne6', 'Rd2'], ['Qf5', 'Rxb2'], ['Nxf8', 'Qxf8'], ['Qd7', 'h5'], ['Bh3', 'b4\n'], ['cxb4', 'c3'], ['Be6', 'c2'], ['Bxf7+', 'Kh8'], ['Qf5', 'g6'], ['Qf6+', 'Qg7'], ['Qxg7+', 'Kxg7'], ['Bb3', 'Rb1\n'], ['Bxc2', 'Rxb4'], ['e5', 'Rc4'], ['Bb3', 'Re4'], ['e6', 'a5'], ['Rf4', 'Re5'], ['h4', 'c5'], ['Kf2', 'a4\n'], ['Rxa4', 'g5'], ['hxg5', 'Rxg5'], ['Re4', 'Rf5+'], ['Ke3', '']]",1-0
Vienna,Vienna,1882.??.??,10,"Zukertort, Johannes Hermann","Schwarz, Adolf",,,E14,"[['c4', 'e6'], ['e3', 'd5'], ['d4', 'Nf6'], ['Nf3', 'b6'], ['Be2', 'Bb7'], ['O-O', 'Be7'], ['Nc3', 'O-O'], ['Bd2', 'Nbd7\n'], ['Rc1', 'c5'], ['b3', 'Rc8'], ['dxc5', 'Nxc5'], ['Nd4', 'Nce4'], ['Nxe4', 'Nxe4'], ['Be1', 'dxc4'], ['Bxc4', 'Kh8\n'], ['f3', 'Nd6'], ['Bd3', 'e5'], ['Nf5', 'Nxf5'], ['Bxf5', 'Rxc1'], ['Qxc1', 'g6'], ['Bb1', 'Qd6'], ['Bc3', 'Rc8\n'], ['Qb2', 'f6'], ['b4', 'b5'], ['h4', 'Kg7'], ['h5', 'Bd8'], ['hxg6', 'hxg6'], ['Qc2', 'f5'], ['Rd1', 'Qe6\n'], ['Rd3', 'Kf8'], ['Qd2', 'Bb6'], ['Kf1', 'e4'], ['Bg7+', 'Kg8'], ['Rd6', 'Qc4+'], ['Kf2', 'exf3'], ['Bb2', 'Qg4\n'], ['gxf3', 'Qxf3+'], ['Ke1', 'Qh1+'], ['Kf2', 'Qg2+'], ['Ke1', 'Qg1+'], ['Ke2', 'Re8'], ['Bd4', 'Qh2+']]",0-1
Vienna,Vienna,1882.??.??,11,"Blackburne, Joseph Henry","Zukertort, Johannes Hermann",,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['c3', 'Nf6'], ['d3', 'd6'], ['Be3', 'Bb6'], ['Nbd2', 'Ne7'], ['Nf1', 'c6\n'], ['Qc2', 'Ng6'], ['O-O-O', 'O-O'], ['d4', 'exd4'], ['Bxd4', 'Qe7'], ['Ng3', 'Ne5'], ['Be2', 'Nfg4'], ['Rhf1', 'c5\n'], ['Bxe5', 'dxe5'], ['h3', 'Nh6'], ['Bc4', 'Kh8'], ['Rfe1', 'g6'], ['Nf1', 'Be6'], ['Ne3', 'f6'], ['Bxe6', 'Qxe6\n'], ['Nd5', 'Ng8'], ['Qa4', 'Rad8'], ['Rd2', 'Ne7'], ['Nxe7', 'Qxe7'], ['Red1', 'Rxd2'], ['Rxd2', 'Rd8'], ['Qc4', 'Rxd2\n'], ['Nxd2', 'a6'], ['Qd5', 'Bd8'], ['Nc4', 'Kg7'], ['a4', 'b6'], ['b3', 'Kf8'], ['Kc2', 'h5'], ['g3', 'Kg7'], ['Qc6', 'Qc7\n'], ['Qe6', 'Kf8'], ['Ne3', 'Qe7'], ['Qc8', 'a5'], ['Qc6', 'Qc7'], ['Qxc7', 'Bxc7'], ['Nd5', 'Bd8'], ['Kd3', 'Kf7\n'], ['Kc4', 'f5'], ['f3', 'Ke6'], ['Kb5', 'g5'], ['g4', '']]",1-0
Vienna,Vienna,1882.??.??,12,"Wittek, Alexander","Zukertort, Johannes Hermann",,,C77,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['d3', 'd6'], ['Bxc6+', 'bxc6'], ['Nc3', 'c5'], ['b3', 'g6\n'], ['Be3', 'Bg7'], ['Qd2', 'h6'], ['h3', 'Ng8'], ['g4', 'Ne7'], ['Rg1', 'Nc6'], ['O-O-O', 'Nd4'], ['Rg3', 'a5\n'], ['a4', 'Be6'], ['Bxd4', 'cxd4'], ['Nb1', 'Qe7'], ['Re1', 'O-O'], ['Kd1', 'Rfb8'], ['Ke2', 'd5'], ['exd5', 'Bxd5\n'], ['Kf1', 'Qd6'], ['Qd1', 'Re8'], ['Nbd2', 'c5'], ['Rg1', 'Re7'], ['Nh4', 'Bf6'], ['Ng2', 'Bg7'], ['f3', 'Rf8\n'], ['Ke2', 'f5'], ['gxf5', 'gxf5'], ['Ref1', 'Rfe8'], ['Rf2', 'e4'], ['fxe4', 'fxe4'], ['dxe4', 'Qa6+'], ['Ke1', 'Bxe4\n'], ['Nxe4', 'Rxe4+'], ['Kd2', 'c4'], ['Qh5', 'c3+'], ['Kd1', 'Qe6']]",0-1
Vienna,Vienna,1882.??.??,13,"Zukertort, Johannes Hermann","Noa, Josef",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['exd5', 'exd5'], ['Nf3', 'Bd6'], ['Bd3', 'Nc6'], ['O-O', 'O-O'], ['Bg5', 'Be6\n'], ['Re1', 'Be7'], ['Qd2', 'Re8'], ['a3', 'h6'], ['Bh4', 'Nd7'], ['Bg3', 'Bf6'], ['Ne2', 'Bg4'], ['c3', '']]",1-0
Vienna,Vienna,1882.??.??,14,"Weiss, Miksa","Zukertort, Johannes Hermann",,,C49,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Nf6'], ['Bb5', 'Bb4'], ['O-O', 'O-O'], ['d3', 'd6'], ['Bxc6', 'bxc6'], ['Ne2', 'Re8\n'], ['Ng3', 'd5'], ['c3', 'Bd6'], ['Re1', 'c5'], ['c4', 'c6'], ['Qe2', 'h6'], ['Kh1', 'a5'], ['Nh4', 'g6'], ['Nf3', 'Kh7\n'], ['Rb1', 'Nd7'], ['Qd2', 'Bf8'], ['Ng1', 'Bg7'], ['Qe2', 'Nf8'], ['Be3', 'Ne6'], ['Qc2', 'Nd4'], ['Qc1', 'f5\n'], ['Bd2', 'Ra7'], ['f3', 'Rd7'], ['cxd5', 'cxd5'], ['Qxc5', 'dxe4'], ['fxe4', 'Ne6'], ['Qxa5', 'Rxd3'], ['Qxd8', 'Nxd8\n'], ['Bc3', 'Nc6'], ['Nf3', 'f4'], ['Ne2', 'g5'], ['Rbd1', 'Rxd1'], ['Rxd1', 'g4'], ['Ne1', 'Nd4'], ['Bxd4', 'exd4\n'], ['Nxf4', 'Rxe4'], ['Ned3', 'Ba6'], ['Kg1', 'Re3'], ['Nc5', 'Bc8'], ['Kf2', 'Re5'], ['Ncd3', 'Rf5'], ['Rc1', 'Ba6\n'], ['Kg3', 'h5'], ['Rc5', 'Bxd3'], ['Nxd3', 'Rxc5'], ['Nxc5', 'Be5+'], ['Kf2', 'Kg6'], ['h3', 'Kf5'], ['Nd3', 'Bd6\n'], ['a4', 'Ke4'], ['Ke2', 'Kd5'], ['b3', 'Bc7'], ['hxg4', 'hxg4'], ['Nf2', 'Kc5'], ['Nd3+', 'Kd5'], ['Kd2', 'Bd8\n'], ['Kc2', 'Bc7'], ['Nf2', 'g3'], ['Nd3', 'Ba5'], ['Kd1', 'Bc7'], ['Ke2', 'Ke4'], ['Nc5+', 'Kd5'], ['Na6', 'Be5\n'], ['Kd3', 'Bd6'], ['b4', 'Be5'], ['Nc5', 'Bd6'], ['a5', 'Bxc5'], ['bxc5', 'Kxc5'], ['a6', 'Kb6'], ['Kxd4', 'Kxa6\n'], ['Ke4', 'Kb5'], ['Kf4', 'Kc5'], ['Kxg3', 'Kd5'], ['Kg4', 'Ke6'], ['Kg5', 'Kf7'], ['Kh6', 'Kg8'], ['g4', 'Kf7\n'], ['g5', 'Kg8'], ['Kg6', 'Kh8'], ['Kf7', '']]",1-0
Vienna,Vienna,1882.??.??,15,"Zukertort, Johannes Hermann","Chigorin, Mikhail",,,C51,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bb6'], ['b5', 'Na5'], ['Be2', 'd6'], ['d3', 'Ne7'], ['h3', 'Ng6\n'], ['Nbd2', 'O-O'], ['Nf1', 'a6'], ['bxa6', 'Rxa6'], ['g4', 'Nh4'], ['Ng3', 'Nxf3+'], ['Bxf3', 'Bd4'], ['Rb1', 'Nc6\n'], ['Bd2', 'Rxa2'], ['g5', 'f6'], ['c3', 'Rxd2'], ['Qxd2', 'fxg5'], ['Nf5', 'Bb6'], ['Bg4', 'Bxf5'], ['exf5', 'g6\n'], ['Qa2+', 'Kg7'], ['fxg6', 'Bxf2+'], ['Kd1', 'hxg6'], ['Rf1', 'Bb6'], ['Rxf8', 'Qxf8'], ['Qe2', 'Qf4\n'], ['Ra1', 'Ba5'], ['Ra3', 'b6'], ['Bd7', 'Ne7'], ['Kc2', 'Nd5'], ['Bc6', 'Ne3+'], ['Kb2', 'd5'], ['Ra4', 'd4\n'], ['cxd4', 'exd4'], ['Qf3', 'Qh2+']]",0-1
Vienna,Vienna,1882.??.??,16,"Bird, Henry Edward","Zukertort, Johannes Hermann",,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['c3', 'Nf6'], ['b4', 'Bb6'], ['d3', 'd6'], ['a4', 'a6'], ['Be3', 'Ne7'], ['O-O', 'c6\n'], ['Bb3', 'Bc7'], ['Bg5', 'h6'], ['Bxf6', 'gxf6'], ['Nh4', 'd5'], ['Qh5', 'Be6'], ['Nd2', 'Qd7'], ['Qf3', 'f5\n'], ['b5', 'f4'], ['d4', 'f6'], ['exd5', 'cxd5'], ['bxa6', 'Rxa6'], ['a5', 'e4'], ['Qe2', 'f3'], ['Ndxf3', 'exf3\n'], ['Nxf3', 'O-O'], ['Nh4', 'Nf5'], ['Ng6', 'Rf7'], ['Rfe1', 'Rg7'], ['Qh5', 'Qf7'], ['Rxe6', 'Qxe6'], ['Qf3', 'Rxa5\n'], ['Rf1', 'Rxg6'], ['Bc2', 'Nh4']]",0-1
Vienna,Vienna,1882.??.??,17,"Zukertort, Johannes Hermann","Mason, James",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['exd5', 'exd5'], ['Nf3', 'Bd6'], ['Bd3', 'Nc6'], ['O-O', 'O-O'], ['Bg5', 'Bg4\n'], ['Kh1', 'Be7'], ['Qd2', 'Bxf3'], ['gxf3', 'Nxd4'], ['Bxh7+', 'Nxh7'], ['Bxe7', 'Qxe7'], ['Qxd4', 'c6\n'], ['Rg1', 'Qf6'], ['Qg4', 'Rfe8'], ['Rg3', 'Re7'], ['Rag1', 'g6'], ['f4', 'd4'], ['Ne2', 'Rae8'], ['Nc1', 'Re1\n'], ['Nd3', 'Rxg1+'], ['Kxg1', 'Kg7'], ['f5', 'Kh8'], ['fxg6', 'fxg6'], ['h4', 'Rg8'], ['Nf4', 'Nf8'], ['h5', 'g5\n'], ['Ng6+', 'Nxg6'], ['hxg6', 'Rxg6'], ['Qc8+', 'Kh7'], ['Qxb7+', 'Rg7'], ['Qc8', 'Rf7'], ['Rh3+', 'Kg6\n'], ['Qg8+', 'Qg7'], ['Qe8', 'Qf6'], ['Qe4+', 'Kg7'], ['Qh7+', 'Kf8'], ['Qh6+', 'Kg8'], ['Qxf6', 'Rxf6'], ['Ra3', 'Rf7\n'], ['Ra5', 'Rg7'], ['Kg2', 'Kh7'], ['Kg3', 'Kh6'], ['Rc5', 'Rg6'], ['Kg4', 'Rf6'], ['f3', 'Rf4+'], ['Kg3', 'Rf6\n'], ['Rc4', 'Rd6'], ['Kg4', 'c5'], ['Rxc5', 'd3'], ['cxd3', 'Rd4+'], ['Kg3', 'Rxd3'], ['Ra5', 'Rd7'], ['Ra6+', 'Kh5\n'], ['b4', 'Rf7'], ['b5', 'Re7'], ['a4', 'Rd7'], ['a5', 'Rd5'], ['Rxa7', 'Rxb5'], ['a6', 'Ra5'], ['Ra8', 'Kg6\n'], ['Kf2', 'Ra3'], ['Ke2', 'Kg7'], ['Kf2', 'Kh7'], ['Ra7+', 'Kg6'], ['Ke2', 'Kh5'], ['Ra8', 'Kh4'], ['f4', 'Ra2+\n'], ['Kd3', 'Ra3+'], ['Kc2', 'gxf4'], ['a7', 'f3'], ['Kd2', '']]",1-0
Vienna,Vienna,1882.??.??,18,"Hruby, Vincenz","Zukertort, Johannes Hermann",,,C80,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Ne7\n'], ['Re1', 'Bb7'], ['Ng5', 'Nxg5'], ['Bxg5', 'Qd7'], ['a4', 'h6'], ['Bxe7', 'Bxe7'], ['axb5', 'axb5'], ['Rxa8+', 'Bxa8\n'], ['Nc3', 'c6'], ['e6', 'fxe6'], ['Qh5+', 'Kd8'], ['Qh3', 'e5'], ['Qxd7+', 'Kxd7'], ['Rxe5', 'Bf6'], ['Re1', 'Bxc3\n'], ['bxc3', 'c5'], ['Kf1', 'c4'], ['Ba2', 'Bc6'], ['Ke2', 'Re8+'], ['Kd2', 'Rxe1'], ['Kxe1', 'Kd6'], ['Kd2', 'Ke5\n'], ['Ke3', 'g5'], ['f3', 'Be8'], ['g3', 'Bg6'], ['Bb1', 'Bh5'], ['Ba2', 'Bg6'], ['Bb1', 'Bh7'], ['Kd2', 'Kd6\n'], ['Ba2', 'Ke5'], ['Bb1', 'Kd6'], ['Ke3', 'Ke5'], ['Kd2', 'h5'], ['Ke3', 'Bg6'], ['Kd2', 'g4'], ['f4+', 'Ke4\n'], ['Ke2', 'Bf5'], ['Kf2', 'Bc8'], ['Ke2', 'Be6'], ['Ba2', 'd4'], ['cxd4', 'Kxd4'], ['Kd1', 'Kc3'], ['Kc1', 'Bf5\n'], ['Bb1', 'b4'], ['Ba2', 'b3'], ['Bb1', 'b2+'], ['Kd1', 'Be4']]",0-1
Vienna,Vienna,1882.??.??,19,"Mackenzie, George Henry","Zukertort, Johannes Hermann",,,C67,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d4', 'Nxe4'], ['O-O', 'Be7'], ['d5', 'Nd6'], ['Be2', 'e4'], ['dxc6', 'exf3\n'], ['cxd7+', 'Bxd7'], ['Bxf3', 'O-O'], ['Nc3', 'c6'], ['Bf4', 'Be6'], ['b3', 'Nf5'], ['Ne4', 'Nd4'], ['Be5', 'Nxf3+\n'], ['Qxf3', 'f6'], ['Bb2', 'Qe8'], ['Rfe1', 'Qg6'], ['c4', 'Rad8'], ['h3', 'Rfe8'], ['Rad1', 'Rxd1'], ['Rxd1', 'Rd8\n'], ['Rxd8+', 'Bxd8'], ['Kh1', 'Bc7'], ['Bd4', 'Qf5'], ['Qxf5', 'Bxf5'], ['Nc3', 'Ba5'], ['c5', 'Kf7'], ['Kg1', 'Ke6\n'], ['Kf1', 'Bxc3'], ['Bxc3', 'Kd5'], ['Ke2', 'Kxc5'], ['Kd2', 'b5'], ['a3', 'Be6'], ['Kc2', 'Kb6'], ['b4', 'c5\n'], ['Bd2', 'cxb4'], ['axb4', 'Kc6'], ['Kd3', 'Kd5'], ['f3', 'Bf5+'], ['Kc3', 'Bb1'], ['Be3', 'a6'], ['Bb6', 'Ba2\n'], ['Kd2', 'Bc4'], ['Ke3', 'Bf1'], ['Kf2', 'Kc4'], ['Ba5', 'Bd3'], ['Ke3', '']]",1/2-1/2
Vienna,Vienna,1882.??.??,20,"Winawer, Szymon","Zukertort, Johannes Hermann",,,C67,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'Be7'], ['Qe2', 'Nd6'], ['Bxc6', 'bxc6'], ['Nxe5', 'O-O\n'], ['c4', 'Bf6'], ['Nc3', 'Ba6'], ['b3', 'Nf5'], ['Qg4', 'Nxd4'], ['Nxd7', 'Bc8'], ['Nxf6+', 'Qxf6'], ['Qd1', 'Bf5\n'], ['Bb2', 'Rad8'], ['Na4', 'c5'], ['Nxc5', 'Qe5'], ['Na4', 'Ne2+'], ['Kh1', 'Qe6'], ['Qe1', 'Rfe8'], ['Nc3', 'Nxc3\n'], ['Qxc3', 'f6'], ['Rfe1', 'Qd6'], ['Rxe8+', 'Rxe8'], ['Re1', 'Rxe1+'], ['Qxe1', 'Kf7'], ['Kg1', 'Qd3\n'], ['Qc1', 'c6'], ['f3', 'Qb1'], ['a3', 'Qxc1+'], ['Bxc1', 'Bc2'], ['b4', 'Bd3'], ['c5', 'Ke6'], ['Kf2', 'a6\n'], ['Ke3', 'Bf1'], ['g4', 'Bb5'], ['Bb2', 'g6'], ['Ke4', 'Ba4'], ['h3', 'Bb3'], ['Bc1', 'Ba4'], ['Bf4', 'Bb3\n'], ['Bg3', 'Ba4'], ['f4', 'Bc2+'], ['Kd4', 'Ba4'], ['Be1', 'Bd1'], ['Ke4', 'Bc2+']]",1/2-1/2
Vienna,Vienna,1882.??.??,21,"Zukertort, Johannes Hermann","Steinitz, William",,,C46,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'g6'], ['d4', 'exd4'], ['Nxd4', 'Bg7'], ['Be3', 'Nf6'], ['f3', 'Ne7'], ['Bc4', 'd5\n'], ['exd5', 'Nfxd5'], ['Nxd5', 'Nxd5'], ['Bf2', 'Nf4'], ['O-O', 'O-O'], ['c3', 'Qg5'], ['Bg3', 'Nh5'], ['f4', 'Qc5\n'], ['Qb3', 'Nxg3'], ['hxg3', 'Bxd4+'], ['cxd4', 'Qxd4+'], ['Kh2', 'Bg4'], ['Rae1', 'b5'], ['Qxb5', 'Rab8\n'], ['Qc6', 'Bd7'], ['Qd5', 'Qxd5'], ['Bxd5', 'Rxb2'], ['Re7', 'Bb5'], ['Rf3', 'c6'], ['Bb3', 'a5'], ['a4', 'Be2\n'], ['Rc3', 'Bf1'], ['Bc2', 'Rd8'], ['Rxc6', 'Rd2'], ['Be4', 'Bxg2'], ['Bxg2', 'Rxg2+'], ['Kh3', 'Rh2+'], ['Kg4', 'Rh5\n'], ['Rf6', '']]",1/2-1/2
Vienna,Vienna,1882.??.??,22,"Zukertort, Johannes Hermann","Ware, Preston",,,B01,"[['e4', 'd5'], ['exd5', 'Qxd5'], ['Nc3', 'Qe5+'], ['Be2', 'c6'], ['Nf3', 'Qc7'], ['d4', 'e6'], ['O-O', 'h6'], ['Ne5', 'Nf6\n'], ['f4', 'b6'], ['Bf3', 'Bb7'], ['Qe1', 'Be7'], ['a3', 'Nbd7'], ['b4', 'Nd5'], ['Ne4', 'Ba6'], ['Rf2', 'Rc8\n'], ['Ng3', 'g6'], ['Bb2', 'Nxe5'], ['fxe5', 'Bg5'], ['Bc1', 'Bh4'], ['Ne4', 'Bxf2+'], ['Qxf2', 'Rd8'], ['Qh4', 'c5\n'], ['bxc5', 'bxc5'], ['Nxc5', 'Qb6'], ['Bd2', 'Bc4'], ['Rd1', 'Rc8'], ['Qf2', 'Qb2'], ['Ne4', 'Rc6'], ['Nd6+', 'Rxd6\n'], ['exd6', 'Qxa3'], ['Bxd5', 'Qxd6'], ['Bxc4', '']]",1-0
Vienna,Vienna,1882.??.??,23,"Paulsen, Louis","Zukertort, Johannes Hermann",,,C47,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Bb4'], ['Nxc6', 'bxc6'], ['Qd4', 'Qe7'], ['f3', 'd5\n'], ['Bg5', 'c5'], ['Bb5+', 'Kf8'], ['Qf2', 'd4'], ['O-O-O', 'dxc3'], ['e5', 'h6'], ['exf6', 'gxf6'], ['Bf4', 'Be6\n'], ['Qe3', 'Rb8'], ['a4', 'a6'], ['Bxa6', 'c4'], ['Qa7', 'Kg7'], ['Qxc7', 'cxb2+'], ['Kb1', 'Qxc7'], ['Bxc7', 'Ra8\n'], ['Bxc4', 'Bxc4'], ['Rd4', 'Rxa4'], ['Rxc4', 'Ra1+'], ['Kxb2', 'Rxh1'], ['Rxb4', 'Rc8'], ['Bd6', 'Rc6\n'], ['Rd4', 'f5'], ['c4', 'Rg1'], ['g4', 'Rf1'], ['gxf5', 'Rxf3'], ['Be5+', 'f6'], ['Bf4', 'Rc5'], ['Bd6', 'Rcxf5\n'], ['c5', 'Rg5'], ['Rd2', 'Kf7'], ['c6', 'Rb5+'], ['Kc2', 'Rb6'], ['c7', 'Rc6+'], ['Kd1', 'Rfc3'], ['Bf4', 'Rc1+\n'], ['Ke2', 'R1c2'], ['Rxc2', 'Rxc2+'], ['Kf3', 'h5'], ['Kg3', 'Rc4'], ['Kf3', 'Ke6'], ['Ke3', 'h4'], ['Kd3', 'Kd5\n'], ['Ke3', 'Re4+'], ['Kf3', 'Re8'], ['Kg4', 'Ke4'], ['Bd6', 'f5+'], ['Kxh4', 'f4'], ['Kg5', 'f3'], ['Bg3', 'Rc8\n'], ['h4', 'Rxc7'], ['Bxc7', 'f2'], ['h5', 'f1=Q'], ['Bd8', 'Qf5+'], ['Kh6', 'Kf3']]",0-1
Vienna,Vienna,1882.??.??,24,"Englisch, Berthold","Zukertort, Johannes Hermann",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'd6'], ['Nc3', 'g6'], ['Bg5', 'Bg7'], ['Nd5', 'h6'], ['Bxf6', 'Bxf6\n'], ['d4', 'O-O'], ['Bxc6', 'bxc6'], ['Nxf6+', 'Qxf6'], ['dxe5', 'dxe5'], ['Qe2', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'Qxf3\n'], ['gxf3', 'Rfd8'], ['Rd1', 'Rd6'], ['Ke2', 'Rb8'], ['b3', 'Rbd8'], ['Rd3', 'f5'], ['exf5', 'gxf5'], ['Re1', 'Kf7\n'], ['Rc3', 'Kf6'], ['Kf1', '']]",1/2-1/2
Vienna,Vienna,1882.??.??,25,"Zukertort, Johannes Hermann","Meitner, Philipp",,,C51,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bb6'], ['c3', 'd6'], ['d3', 'Bg4'], ['a4', 'a6'], ['Nbd2', 'Nf6\n'], ['a5', 'Ba7'], ['h3', 'Bd7'], ['Nf1', 'h6'], ['g4', 'h5'], ['g5', 'Nh7'], ['Qb3', 'Qe7'], ['b5', 'axb5'], ['Bxb5', 'g6\n'], ['a6', 'bxa6'], ['Rxa6', 'Nd8'], ['Bxd7+', 'Qxd7'], ['Qa2', 'c5'], ['Ne3', 'Nc6'], ['Nc4', 'Rc8'], ['Nh4', 'O-O\n'], ['Nxg6', 'Rfe8'], ['Nh4', 'd5'], ['Ne3', 'dxe4'], ['dxe4', 'c4'], ['Nd5', 'Re6'], ['Rg1', 'Kh8'], ['g6', 'Rg8\n'], ['Qxc4', 'fxg6'], ['Be3', 'Bxe3'], ['Nxe3', 'Nf8'], ['Ra8', 'Re8'], ['Rxe8', 'Qxe8'], ['Nd5', 'Qe6'], ['Nf3', 'Rg7\n'], ['Ng5', 'Qd6'], ['Rg3', 'Ne6'], ['Nxe6', 'Qxe6'], ['Rf3', 'Rb7'], ['Rf6', 'Qxh3'], ['Rf8+', 'Kg7'], ['Rg8+', 'Kh6\n'], ['Rxg6+', 'Kh7'], ['Nb6', '']]",1-0
Vienna,Vienna,1882.??.??,27,"Schwarz, Adolf","Zukertort, Johannes Hermann",,,C50,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['O-O', 'Nf6'], ['d3', 'd6'], ['Nc3', 'Bg4'], ['Be3', 'Nd4'], ['Bxd4', 'Bxd4\n'], ['Rb1', 'Qd7'], ['Kh1', 'Bb6'], ['Qe2', 'c6'], ['Nd1', 'Nh5'], ['Ne3', 'Nf4'], ['Qd1', 'h5'], ['c3', 'O-O-O\n'], ['b4', 'd5'], ['exd5', 'cxd5'], ['Bb3', 'Qe7'], ['Qc2', 'Kb8'], ['Ng1', 'd4'], ['cxd4', 'Rxd4'], ['Bc4', 'Rc8\n'], ['Qb3', 'Rcd8'], ['f3', 'Be6'], ['Bxe6', 'Rxd3'], ['Qc4', 'fxe6'], ['Nd1', 'Rd2'], ['g3', 'Rc8'], ['Qe4', 'Rcc2\n'], ['Nf2', 'Bxf2'], ['Qxe5+', 'Qc7']]",0-1
Vienna,Vienna,1882.??.??,28,"Zukertort, Johannes Hermann","Blackburne, Joseph Henry",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['exd5', 'exd5'], ['Nf3', 'Bf5'], ['Bf4', 'c6'], ['Bd3', 'Ne4'], ['O-O', 'Bb4\n'], ['Ne2', 'O-O'], ['Ng3', 'Bg6'], ['Ne5', 'Nd7'], ['f3', 'Nxe5'], ['Bxe5', 'Nxg3'], ['Bxg3', 'Re8'], ['c3', 'Bd6\n'], ['Bxg6', 'hxg6'], ['Qd2', '']]",1/2-1/2
Vienna,Vienna,1882.??.??,29,"Zukertort, Johannes Hermann","Wittek, Alexander",,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bb6'], ['c3', 'Nf6'], ['d3', 'd6'], ['a4', 'a6'], ['a5', 'Ba7'], ['Nbd2', 'O-O\n'], ['h3', 'd5'], ['exd5', 'Nxd5'], ['Ne4', 'Bf5'], ['Qb3', 'Nf4'], ['Bxf4', 'exf4'], ['O-O', 'Qd7'], ['Rfe1', 'Rae8\n'], ['Neg5', 'Rd8'], ['d4', 'h6'], ['Ne4', 'Rfe8'], ['Ned2', 'g5'], ['Rxe8+', 'Rxe8'], ['b5', 'axb5'], ['Bxb5', 'Be6\n'], ['Qa4', 'f6'], ['a6', '']]",1-0
