London Simpsons,London,1851.??.??,?,Blackburne/Steel,Zukertort/Hoffer,,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['c3', 'Nf6'], ['d3', 'd6'], ['Nbd2', 'a6'], ['Bb3', 'h6'], ['Nf1', 'Ne7\n'], ['Be3', 'Ng6'], ['Qd2', 'Qe7'], ['Ng3', 'Bd7'], ['O-O', 'O-O-O'], ['c4', 'Bg4'], ['Bd1', 'Nh5'], ['Nd4', 'Bxd1\n'], ['Ndf5', 'Qd7'], ['Raxd1', 'Ngf4'], ['Nxh5', 'Nxh5'], ['b4', 'Bxe3'], ['fxe3', 'g6'], ['Nh4', 'Ng7'], ['b5', 'axb5\n'], ['Qa5', 'Kb8'], ['Rb1', 'Ne6'], ['Rxb5', 'c6'], ['Rb6', 'Qc7'], ['Rfb1', 'Rd7'], ['Qa3', 'Qc8'], ['Ra6', 'Nc7\n'], ['Rxc6', 'Rg8'], ['Nf3', 'f5'], ['Nd2', 'Rf7'], ['c5', 'dxc5'], ['Nc4', 'Rd8'], ['Nb6', 'bxc6'], ['Nd7+', '']]",1-0
DSB-02.Kongress,Berlin,1881.??.??,9,"Zukertort, Johannes Hermann","Schwarz, Jacques",,,B14,"[['c4', 'c5'], ['e3', 'e6'], ['d4', 'cxd4'], ['exd4', 'd5'], ['Nc3', 'Nf6'], ['Nf3', 'Nc6'], ['c5', 'Bd7'], ['a3', 'Ne4\n'], ['Nxe4', 'dxe4'], ['Ng5', 'f5'], ['Bc4', 'Qf6'], ['d5', 'exd5'], ['Qxd5', 'Nd8'], ['Be3', 'h6'], ['Rd1', 'Bc6\n'], ['Qd2', 'Be7'], ['Nh3', 'Ne6'], ['b4', 'Rd8'], ['Qc1', 'Rxd1+'], ['Kxd1', 'g5'], ['Re1', 'f4'], ['b5', 'fxe3\n'], ['bxc6', 'exf2'], ['Nxf2', 'bxc6'], ['Nxe4', 'Qd4+'], ['Nd2', 'Nxc5'], ['Qb1', 'Qd6'], ['Kc1', 'Rf8\n'], ['Rd1', 'Rf2'], ['Qh7', 'g4'], ['Qg8+', 'Rf8'], ['Qxg4', 'Nd3+'], ['Kc2', 'Ne5'], ['Qc8+', 'Qd8'], ['Qxd8+', 'Bxd8\n'], ['Re1', 'Bc7'], ['Nf3', 'Rxf3'], ['gxf3', 'Kd7'], ['Be2', 'Nf7'], ['f4', 'c5'], ['Bh5', 'Nd6'], ['f5', 'Nc4\n'], ['f6', '']]",1-0
DSB-02.Kongress,Berlin,1881.??.??,10,"Zukertort, Johannes Hermann","Schallopp, Emil",,,B45,"[['e4', 'c5'], ['Nc3', 'e6'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Ndb5', 'Bb4'], ['Nd6+', 'Ke7'], ['Bf4', 'e5\n'], ['Nf5+', 'Kf8'], ['Bd2', 'd6'], ['Ng3', 'Be6'], ['Bd3', 'h5'], ['O-O', 'Ng4'], ['h3', 'Qh4'], ['hxg4', 'hxg4\n'], ['Re1', 'Nd4']]",0-1
DSB-02.Kongress,Berlin,1881.??.??,11,"Zukertort, Johannes Hermann","Blackburne, Joseph Henry",,,A13,"[['c4', 'e6'], ['e3', 'Nf6'], ['Nf3', 'b6'], ['a3', 'Bb7'], ['Nc3', 'Be7'], ['d4', 'd5'], ['b3', 'O-O'], ['Bb2', 'c5'], ['Be2', 'Nc6\n'], ['O-O', 'Rc8'], ['Rc1', 'dxc4'], ['bxc4', 'Na5'], ['Ne5', 'cxd4'], ['exd4', 'Nd7'], ['Nxd7', 'Qxd7'], ['Nb1', 'Bf6\n'], ['Qd3', 'Rfd8'], ['Rfd1', 'Ba6'], ['Nd2', 'Bxd4'], ['Nb3', 'Bxf2+'], ['Kxf2', 'Qxd3'], ['Rxd3', 'Rxd3\n'], ['Nxa5', 'Rd2'], ['Bc3', 'Rxe2+'], ['Kxe2', 'bxa5'], ['Bxa5', 'Bxc4+'], ['Ke3', 'f6'], ['Bb4', 'Kf7\n'], ['Rc3', 'e5'], ['Kf2', 'Ke6'], ['h4', 'g6'], ['Rc2', 'h6'], ['Bd2', 'g5'], ['Be3', 'a6'], ['a4', 'Kf5'], ['hxg5', 'hxg5\n'], ['Rc3', 'Rc6'], ['a5', 'Kg4'], ['Bc1', 'Kh5'], ['Bd2', 'Rd6'], ['Bxg5', 'Kxg5'], ['Rxc4', 'Rd5'], ['Ra4', 'Rd2+\n'], ['Kf1', 'f5'], ['Rc4', 'Rd5'], ['Ra4', 'e4'], ['Ra2', 'Kg4'], ['Ra4', 'Kg3'], ['Ra3+', 'Rd3'], ['Ra1', 'f4\n'], ['Rc1', 'f3'], ['gxf3', 'exf3'], ['Ra1', 'Rd5'], ['Kg1', 'Rd2']]",0-1
DSB-02.Kongress,Berlin,1881.??.??,12,"Berger, Johann Nepomuk","Zukertort, Johannes Hermann",,,B00,"[['e4', 'b6'], ['d4', 'e6'], ['Bd3', 'Bb7'], ['Ne2', 'd5'], ['e5', 'c5'], ['c3', 'Ne7'], ['Nd2', 'Nec6'], ['a3', 'Nd7'], ['O-O', 'Be7\n'], ['f4', 'Rc8'], ['f5', 'cxd4'], ['cxd4', 'O-O'], ['Nf3', 'exf5'], ['Bxf5', 'Ba6'], ['Bd3', 'Bxd3'], ['Qxd3', 'Re8\n'], ['Bf4', 'Nf8'], ['Rae1', 'Ne6'], ['Bd2', 'Qd7'], ['Kh1', 'f6'], ['Nf4', 'fxe5'], ['Nxe5', 'Nxe5'], ['dxe5', 'Bf8\n'], ['Bc3', 'Rcd8'], ['Rd1', 'Nxf4'], ['Rxf4', 'Qe6'], ['Rd4', 'Qxe5'], ['Rxd5', 'Qxd5'], ['Qxd5+', 'Rxd5\n'], ['Rxd5', '']]",1/2-1/2
DSB-02.Kongress,Berlin,1881.??.??,13,"Riemann, Fritz","Zukertort, Johannes Hermann",,,C25,"[['e4', 'e5'], ['Nc3', 'Nc6'], ['g3', 'Bc5'], ['Bg2', 'a6'], ['d3', 'd6'], ['f4', 'Nf6'], ['Nf3', 'O-O'], ['Qe2', 'Re8\n'], ['fxe5', 'dxe5'], ['Bg5', 'Be6'], ['Nd5', 'Bxd5'], ['exd5', 'Nd4'], ['Nxd4', 'exd4'], ['Be4', 'Bb4+'], ['c3', 'dxc3\n'], ['O-O', 'Bc5+'], ['Kg2', 'cxb2'], ['Rae1', 'Bd4'], ['Bxf6', 'Bxf6'], ['Qh5', 'g6'], ['Qf3', 'Kg7'], ['Re2', 'Rf8\n'], ['h4', 'Bd4'], ['g4', 'Qxh4'], ['Rfe1', 'h5'], ['gxh5', 'f5'], ['h6+', 'Kh8'], ['d6', 'Qg5+'], ['Kh1', 'Qxh6+\n'], ['Kg2', 'fxe4'], ['Qxe4', 'Qg5+'], ['Kh3', 'Bf2']]",0-1
DSB-02.Kongress,Berlin,1881.??.??,14,"Zukertort, Johannes Hermann","Chigorin, Mikhail",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d4', 'exd4'], ['O-O', 'Be7'], ['e5', 'Ne4'], ['Nxd4', 'O-O'], ['Nf5', 'd5\n'], ['Nxe7+', 'Nxe7'], ['f3', 'Nc5'], ['b4', 'Ne6'], ['f4', 'f5'], ['Ba4', 'c6'], ['Bb3', 'a5'], ['bxa5', 'Qxa5\n'], ['Be3', 'Nc5'], ['Nd2', 'b6'], ['c4', 'Be6'], ['cxd5', 'cxd5'], ['Nf3', 'Kh8'], ['Nd4', 'Bg8'], ['Bd2', 'Qa6\n'], ['Bb4', 'Rfc8'], ['Bc2', 'Qc4'], ['a3', 'Ne6'], ['Nxf5', 'Nxf5'], ['Bxf5', 'g6'], ['Bg4', 'Re8'], ['Rc1', 'Qa6\n'], ['Qd2', 'Ra7'], ['Bf3', 'Nc5'], ['Bxd5', 'Rd7'], ['e6', 'Nxe6'], ['Qc3+', 'Ng7'], ['Bc6', '']]",1-0
DSB-02.Kongress,Berlin,1881.??.??,16,"Paulsen, Louis","Zukertort, Johannes Hermann",,,C45,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Bc5'], ['Be3', 'Qf6'], ['c3', 'Nge7'], ['Qd2', 'd5'], ['Nb5', 'Bxe3\n'], ['fxe3', 'O-O'], ['Nxc7', 'Rb8'], ['Nxd5', 'Qh4+'], ['g3', 'Qxe4'], ['Bg2', 'Qe5'], ['Nxe7+', 'Qxe7'], ['O-O', 'Be6\n'], ['Qe2', 'Ne5'], ['Nd2', 'Rfd8'], ['Rf4', 'Nd3'], ['Rd4', 'Nxb2'], ['Nb3', 'Qa3'], ['Qb5', 'b6'], ['Rc1', 'Qxa2\n'], ['Rxd8+', 'Rxd8'], ['Nd4', 'Na4'], ['Nxe6', 'Qxe6'], ['e4', 'Nc5'], ['Qe2', 'Qe5'], ['Qb5', 'g6'], ['Qe2', '']]",0-1
DSB-02.Kongress,Berlin,1881.??.??,17,"Zukertort, Johannes Hermann","Mason, James",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['exd5', 'exd5'], ['Nf3', 'Bd6'], ['Bd3', 'O-O'], ['O-O', 'c6'], ['Ne2', 'Bg4\n'], ['Ng3', 'Nbd7'], ['h3', 'Bxf3'], ['Qxf3', 'g6'], ['Bg5', 'Re8'], ['c3', 'Bf8'], ['Rae1', 'Bg7'], ['Rxe8+', 'Qxe8\n'], ['Qd1', 'Qd8'], ['Re1', 'Qb6'], ['Qb3', 'Qxb3'], ['axb3', 'Re8'], ['Rxe8+', 'Nxe8'], ['Ne2', '']]",1/2-1/2
London m,London,1881.??.??,?,"Blackburne, Joseph Henry","Zukertort, Johannes Hermann",,,C45,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Nf6'], ['Nxc6', 'bxc6'], ['e5', 'Qe7'], ['Qe2', 'Nd5'], ['c4', 'Ba6\n'], ['b3', 'O-O-O'], ['Qe4', 'Nf6'], ['Qe2', 'Re8'], ['f4', 'd5'], ['Nc3', 'Qd7'], ['Bd2', 'd4'], ['Na4', 'Nd5\n'], ['Qf3', 'Nb4'], ['O-O-O', 'Qf5'], ['Bxb4', 'Bxb4'], ['Bd3', 'Qd7'], ['c5', 'Bb5'], ['Bxb5', '']]",1-0
London m,London,1881.??.??,3,"Zukertort, Johannes Hermann","Blackburne, Joseph Henry",,,B24,"[['e4', 'c5'], ['Nc3', 'g6'], ['f4', 'Nc6'], ['g3', 'Bg7'], ['Bg2', 'b6'], ['Nge2', 'Bb7'], ['d3', 'Nh6'], ['O-O', 'f5\n'], ['e5', 'Na5'], ['Bxb7', 'Nxb7'], ['d4', 'cxd4'], ['Nxd4', 'e6'], ['Qf3', 'Qc8'], ['Rd1', 'O-O'], ['h3', 'Rf7\n'], ['Be3', 'Bf8'], ['Rd3', 'Nc5'], ['Rd2', 'Rb8'], ['Rad1', 'Qb7'], ['Qxb7', 'Rxb7'], ['Nf3', 'Rg7'], ['Bxc5', 'Bxc5+\n'], ['Kf1', 'Kf8'], ['a3', 'Ke8'], ['b4', 'Be7'], ['Nb5', 'Nf7'], ['c4', 'g5'], ['Kf2', 'h6'], ['Nd6+', 'Bxd6\n'], ['exd6', 'Nd8'], ['Nd4', 'Nc6'], ['Nb3', 'a6'], ['Rc1', 'Kf7'], ['b5', 'axb5'], ['cxb5', 'Na7'], ['a4', 'gxf4\n'], ['gxf4', 'Kf6'], ['Rdc2', 'Rb8'], ['Rc7', 'Ra8'], ['Nd2', 'e5'], ['fxe5+', 'Ke6'], ['Rg1', 'Rxg1'], ['Kxg1', 'Nc8\n'], ['Nc4', 'h5'], ['Kf2', 'h4'], ['Kf3', 'Nxd6'], ['exd6', 'Rxa4'], ['Nxb6', 'Ra3+'], ['Kf4', 'Rxh3'], ['Rxd7', 'Rb3\n'], ['Re7+', 'Kxd6'], ['Nc8+', 'Kc5'], ['Re5+', 'Kd4'], ['Rxf5', 'h3'], ['b6', 'h2'], ['Rh5', 'Rb1'], ['Rxh2', 'Kc5\n'], ['Rh7', 'Rb4+'], ['Ke5', 'Kb5'], ['Kd6', 'Rb1'], ['Kc7', 'Ka6'], ['Kb8', 'Rd1'], ['b7', '']]",1-0
London m,London,1881.??.??,5,"Zukertort, Johannes Hermann","Blackburne, Joseph Henry",,,B25,"[['e4', 'c5'], ['Nc3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'Nc6'], ['d3', 'd6'], ['Nge2', 'Bd7'], ['Be3', 'Nd4'], ['Qd2', 'Rb8\n'], ['h3', 'h5'], ['Nd1', 'Bc6'], ['c3', 'Nxe2'], ['Qxe2', 'Nf6'], ['f4', 'Qc7'], ['Nf2', 'b5'], ['O-O', 'Nd7\n'], ['d4', 'c4'], ['Nd1', 'Nb6'], ['Bd2', 'Bd7'], ['Ne3', 'Qc8'], ['f5', 'g5'], ['Nd1', 'f6'], ['Bf3', 'h4'], ['g4', 'O-O\n'], ['Ne3', 'e5'], ['fxe6', 'Bxe6'], ['Be1', 'Re8'], ['Qg2', 'Qd8'], ['Kh1', 'Nd7'], ['Bf2', 'Nf8'], ['Bg1', 'Ng6\n'], ['Bh2', 'Bf8'], ['Bd1', 'Bc8'], ['Bc2', 'Bb7'], ['Rf5', 'Bg7'], ['Kg1', 'a6'], ['Raf1', 'Ne7'], ['Rxf6', 'Bxf6\n'], ['Rxf6', 'Nc8'], ['Rh6', 'Rf8'], ['Nf5', 'Rf6'], ['Rh5', 'Rg6'], ['Qf2', 'Qf8'], ['e5', 'Nb6'], ['exd6', 'Nd5\n'], ['Be5', 'Nf4'], ['Rh8+', 'Kf7'], ['Rxf8+', 'Rxf8'], ['Bxf4', 'gxf4'], ['Qxh4', '']]",1-0
London m,London,1881.??.??,11,"Zukertort, Johannes Hermann","Blackburne, Joseph Henry",,,A13,"[['c4', 'e6'], ['e3', 'Nf6'], ['Nf3', 'b6'], ['a3', 'Bb7'], ['Nc3', 'd5'], ['d4', 'Nbd7'], ['b3', 'Bd6'], ['Bb2', 'O-O\n'], ['Be2', 'Re8'], ['O-O', 'Nf8'], ['Rc1', 'c6'], ['b4', 'dxc4'], ['Bxc4', 'Ng6'], ['Bd3', 'Qe7'], ['Ne4', 'Nxe4\n'], ['Bxe4', 'Rac8'], ['Qb3', 'Rf8'], ['Ne5', 'Nxe5'], ['dxe5', 'Bb8'], ['Rfd1', 'Rfd8'], ['Rxd8+', 'Qxd8\n'], ['b5', 'Qe8'], ['Qd1', 'h6'], ['h3', 'Rd8'], ['Qc2', 'Bc8'], ['bxc6', 'Bc7'], ['f4', 'a5'], ['a4', 'Ba6'], ['Ba3', 'b5\n'], ['axb5', 'Bxb5'], ['Bd6', 'Bb6'], ['Qb3', 'f5'], ['Bxf5', 'a4'], ['Qxe6+', 'Kh8'], ['Qxe8+', 'Rxe8'], ['Kf2', 'g5\n'], ['fxg5', 'a3'], ['c7', 'Ba6'], ['c8=Q', 'Bxc8'], ['Bxc8', 'a2'], ['Bb7', 'Bc7'], ['Ra1', 'Rb8'], ['Bd5', 'Rb2+\n'], ['Kf3', '']]",1-0
London m,London,1881.??.??,14,"Blackburne, Joseph Henry","Zukertort, Johannes Hermann",,,C45,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Nf6'], ['Nxc6', 'bxc6'], ['e5', 'Qe7'], ['Qe2', 'Nd5'], ['c4', 'Ba6\n'], ['b3', 'O-O-O'], ['Bb2', 'Qg5'], ['Qe4', 'Bb4+'], ['Kd1', 'Ne7'], ['h4', 'Qg6'], ['Qxg6', 'hxg6'], ['Kc2', 'Nf5\n'], ['Nd2', 'Nxh4'], ['Ne4', 'Be7'], ['Rd1', 'Kb8'], ['Rh3', 'Bc8'], ['Rhd3', 'g5'], ['b4', 'Ng6'], ['g3', 'Rh2\n'], ['Bd4', 'd5'], ['exd6', 'cxd6'], ['Ra3', 'c5'], ['bxc5', 'dxc5'], ['Rb1+', 'Ka8'], ['Bc3', 'f5'], ['Nd2', 'Rxf2\n'], ['Bd3', 'Bb7'], ['Ba5', 'Rxd3'], ['Rxd3', 'Be4'], ['Bc7', 'a6'], ['Rb6', 'Bf6'], ['Re6', 'Kb7'], ['Bd6', 'Re2\n'], ['Rxe4', 'fxe4'], ['Rb3+', 'Kc6'], ['Kd1', 'Rxd2+'], ['Kxd2', 'Kxd6'], ['Rb6+', 'Ke5'], ['Rxa6', 'Kd4\n'], ['Rd6+', 'Kxc4'], ['Ke3', 'Ne7'], ['Kxe4', 'Kb5'], ['Rd7', 'c4'], ['Rb7+', 'Ka4'], ['Rc7', 'c3'], ['Kd3', 'Nd5\n'], ['Rb7', 'Ka3'], ['Kc2', 'Nb4+'], ['Kb1', 'c2+']]",0-1
Vienna,Vienna,1882.??.??,1,"Zukertort, Johannes Hermann","Hruby, Vincenz",,,E14,"[['c4', 'e6'], ['e3', 'Nf6'], ['Nf3', 'd5'], ['d4', 'b6'], ['Be2', 'Bb7'], ['O-O', 'Be7'], ['Nc3', 'O-O'], ['Bd2', 'c5\n'], ['Rc1', 'cxd4'], ['Nxd4', 'Nc6'], ['Nxc6', 'Bxc6'], ['Bf3', 'Rc8'], ['cxd5', 'Nxd5'], ['Nxd5', 'Bxd5\n'], ['Rxc8', 'Qxc8'], ['Bxd5', 'exd5'], ['Bc3', 'Rd8'], ['Qa4', 'Qd7'], ['Qa6', 'Bd6'], ['Rd1', 'f6'], ['g3', 'Be5\n'], ['Bd4', 'h5'], ['Qe2', 'Qf5'], ['Bxe5', 'fxe5'], ['e4', 'Qf7'], ['exd5', 'Rxd5'], ['Rxd5', 'Qxd5'], ['Qxh5', 'Qd4\n'], ['Qe2', 'Kf7'], ['Kg2', 'Ke6'], ['h4', 'Qd5+'], ['Qf3', 'Qxa2'], ['Qg4+', 'Kf7'], ['Qf5+', 'Kg8'], ['Qxe5', 'Qb3\n'], ['g4', 'Qc4'], ['f3', 'Qc2+'], ['Kg3', 'Qc1'], ['Qe8+', 'Kh7'], ['Qe4+', 'Kg8'], ['g5', 'Qc7+'], ['f4', 'Qd8\n'], ['h5', 'a5'], ['h6', 'b5'], ['Qe6+', 'Kh7'], ['Qf5+', 'Kg8'], ['g6', 'Qe8'], ['Qf7+', '']]",1-0
Vienna,Vienna,1882.??.??,2,"Zukertort, Johannes Hermann","Mackenzie, George Henry",,,C84,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['d4', 'exd4'], ['O-O', 'Be7'], ['e5', 'Ne4'], ['Nxd4', 'Nc5\n'], ['Nf5', 'Ne6'], ['Re1', 'g6'], ['Nxe7', 'Nxe7'], ['Nc3', 'b5'], ['Bb3', 'Bb7'], ['a4', 'Nf5'], ['axb5', 'axb5\n'], ['Rxa8', 'Bxa8'], ['Nxb5', 'O-O'], ['Nc3', 'Ned4'], ['Bd5', 'c6'], ['Be4', 'd5'], ['exd6', 'Qxd6'], ['Be3', 'Qb4\n'], ['Qc1', 'Re8'], ['Bd2', 'Qb8'], ['Bf4', 'Qd8'], ['Bd3', 'c5'], ['Ne4', 'Bxe4'], ['Bxe4', 'Nd6'], ['Bd3', 'Re6\n'], ['c3', 'Rxe1+'], ['Qxe1', 'Ne6'], ['Be5', 'Nc8'], ['Bc4', 'Nb6'], ['Bb3', 'c4'], ['Bc2', 'Qd5'], ['f4', 'Nd7\n'], ['Qd1', 'Qc5+'], ['Bd4', 'Nxd4'], ['Qxd4', 'Qxd4+'], ['cxd4', 'Kf8'], ['Kf2', 'Ke7'], ['Ke3', 'Kd6'], ['Kd2', 'Nb6\n'], ['Kc3', 'Kc6'], ['b3', 'cxb3'], ['Bxb3', 'f6'], ['Kd3', 'Kd6'], ['g4', 'Nc8'], ['g5', 'fxg5'], ['fxg5', 'Ne7\n'], ['Ke4', 'Nf5'], ['Bg8', 'h6'], ['Bf7', 'hxg5'], ['Bxg6', 'Nxd4'], ['Kxd4', 'Ke7']]",1/2-1/2
Vienna,Vienna,1882.??.??,3,"Zukertort, Johannes Hermann","Winawer, Szymon",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d4', 'exd4'], ['O-O', 'Be7'], ['e5', 'Ne4'], ['Nxd4', 'O-O'], ['Nf5', 'd5\n'], ['Nxe7+', 'Nxe7'], ['f3', 'Nc5'], ['b4', 'Ne6'], ['f4', 'f5'], ['Ba4', 'c6'], ['Bb3', 'a5'], ['bxa5', 'Rxa5\n'], ['Bd2', 'Ra8'], ['Be3', 'c5'], ['c3', 'b5'], ['Nd2', 'c4'], ['Bc2', 'Qa5'], ['Rf3', 'Bb7'], ['Rh3', 'g6'], ['Nf3', 'Qxc3\n'], ['Nd4', 'Nxd4'], ['Bxd4', 'Qa5'], ['Qe2', 'Rae8'], ['Qf2', 'Nc6'], ['Bb6', 'Qa6'], ['Bc5', 'Rf7'], ['Qh4', 'Nd8\n'], ['Re1', 'Qc6'], ['Bd4', 'Ne6'], ['Qf2', 'b4'], ['Rb1', 'Ra8'], ['Rxb4', 'Rxa2'], ['Rc3', 'Ba6'], ['Rb8+', 'Rf8\n'], ['Rb1', 'Bb5'], ['Qe3', 'Qd7'], ['h4', 'Ba4'], ['Bxa4', 'Qxa4'], ['Kh2', 'Rxg2+'], ['Kxg2', 'Qa2+'], ['Kg3', 'Qxb1\n'], ['Rc1', 'Qe4'], ['Rd1', 'Rb8'], ['Qxe4', 'fxe4']]",0-1
Vienna,Vienna,1882.??.??,4,"Steinitz, William","Zukertort, Johannes Hermann",,,C39,"[['e4', 'e5'], ['f4', 'exf4'], ['Nf3', 'g5'], ['h4', 'g4'], ['Ne5', 'Nf6'], ['Bc4', 'd5'], ['exd5', 'Bg7'], ['Nc3', 'O-O\n'], ['d4', 'Nh5'], ['Ne2', 'c5'], ['c3', 'cxd4'], ['cxd4', 'Nd7'], ['Nxd7', 'Bxd7'], ['Qd3', 'Rc8'], ['Nxf4', 'Re8+\n'], ['Kd1', 'b5'], ['Nxh5', 'bxc4'], ['Qa3', 'Bxd4'], ['Bd2', 'Qb6'], ['Bc3', 'Re3'], ['Re1', 'Bxc3'], ['Rxe3', 'Qxe3\n'], ['bxc3', 'Qg1+'], ['Kd2', 'Qxg2+'], ['Ke3', 'Re8+'], ['Kd4', 'Qe4+'], ['Kc5', 'Qe7+'], ['d6', 'Qe5+\n'], ['Kxc4', 'Qe4+'], ['Kb3', 'Rb8+'], ['Qb4', 'Rxb4+'], ['cxb4', 'Qd3+'], ['Kb2', 'Qd4+']]",0-1
Vienna,Vienna,1882.??.??,5,"Ware, Preston","Zukertort, Johannes Hermann",,,A40,"[['d4', 'e6'], ['f4', 'd5'], ['Nf3', 'Nf6'], ['e3', 'c5'], ['c3', 'Be7'], ['Bd3', 'Nc6'], ['O-O', 'O-O'], ['Bd2', 'c4'], ['Bc2', 'b5\n'], ['Be1', 'a5'], ['b3', 'b4'], ['Ne5', 'Qc7'], ['bxc4', 'dxc4'], ['Qe2', 'Ba6'], ['Nd2', 'bxc3'], ['Ndf3', 'Nd5\n'], ['Be4', 'Ncb4'], ['a3', 'f6'], ['Ng5', 'fxg5'], ['axb4', 'axb4'], ['Qh5', 'Nf6'], ['Qf3', 'Nxe4'], ['Qxe4', 'Bb7\n'], ['Qb1', 'c2'], ['Qc1', 'Rxa1'], ['Qxa1', 'c3'], ['Bg3', 'b3'], ['Qa4', 'Bd5'], ['e4', 'Ra8'], ['Qb5', 'b2\n'], ['exd5', 'c1=Q'], ['d6', 'Bxd6'], ['Qb3', 'Bxe5'], ['Qxe6+', 'Kh8']]",0-1
Vienna,Vienna,1882.??.??,6,"Zukertort, Johannes Hermann","Paulsen, Louis",,,B30,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['Nf3', 'Qb6'], ['g3', 'e6'], ['Bg2', 'Nge7'], ['O-O', 'Nd4'], ['Ne2', 'Nec6'], ['d3', 'd6\n'], ['c3', 'Nxf3+'], ['Bxf3', 'Be7'], ['Qc2', 'O-O'], ['Bg2', 'Bd7'], ['Be3', 'Rac8'], ['f4', 'f5'], ['b4', 'fxe4\n'], ['dxe4', 'Qa6'], ['bxc5', 'dxc5'], ['Rfd1', 'Rcd8'], ['Bf1', 'c4'], ['Rd2', 'e5'], ['Rad1', 'exf4'], ['gxf4', 'Nb8\n'], ['Qb1', 'Ba4'], ['Rxd8', 'Bxd8'], ['Rd2', 'Nd7'], ['Nd4', 'Ba5'], ['Rg2', 'Nc5'], ['Nf5', 'Ne6'], ['Qe1', 'Kh8\n'], ['Qg3', 'g6'], ['Ne7', 'Bb6'], ['f5', 'Bxe3+'], ['Qxe3', 'gxf5'], ['Ng6+', 'Kg7'], ['Nxf8+', 'Kxf8'], ['exf5', '']]",1-0
Vienna,Vienna,1882.??.??,7,"Zukertort, Johannes Hermann","Englisch, Berthold",,,C67,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'Be7'], ['Qe2', 'Nd6'], ['Bxc6', 'bxc6'], ['dxe5', 'Nb7\n'], ['Nc3', 'Nc5'], ['Nd4', 'O-O'], ['Rd1', 'Qe8'], ['Nf5', 'f6'], ['Bh6', 'Ne6'], ['Qg4', 'Rf7'], ['Be3', 'Kh8\n'], ['Nxe7', 'Qxe7'], ['exf6', 'Qxf6'], ['Qa4', 'Qg6'], ['Rd2', 'c5'], ['Qb3', 'd6'], ['Ne2', 'Bd7'], ['Ng3', 'Bc6\n'], ['c4', 'h5'], ['Qd3', 'Rf6'], ['Qxg6', 'Rxg6'], ['f4', 'h4'], ['Nf5', 'h3'], ['g3', 'Re8'], ['Nh4', 'Rg4\n'], ['Rf1', 'Nf8'], ['Kf2', 'Nd7'], ['Nf3', 'Nf6'], ['Ng5', 'Rxg5'], ['fxg5', 'Ng4+'], ['Kg1', 'Rxe3'], ['g6', 'Kg8\n'], ['Rf7', 'Re1+'], ['Rf1', 'Re6'], ['Rf7', 'Ne5'], ['Re2', 'Rxg6'], ['Rxc7', 'Rf6'], ['Re3', 'Bg2']]",0-1
Vienna,Vienna,1882.??.??,8,"Meitner, Philipp","Zukertort, Johannes Hermann",,,C45,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Bc5'], ['Be3', 'Qf6'], ['c3', 'Nge7'], ['Nc2', 'd6'], ['Nd2', 'O-O\n'], ['Qh5', 'Ne5'], ['h3', 'N7g6'], ['g3', 'Qe7'], ['Bxc5', 'dxc5'], ['O-O-O', 'Rd8'], ['f4', 'Nd7'], ['e5', 'Rb8\n'], ['Ne3', 'b5'], ['Nd5', 'Qf8'], ['Ne4', 'Bb7'], ['c4', 'Ne7'], ['g4', 'Nxd5'], ['cxd5', 'Nb6'], ['Bd3', 'Nxd5\n'], ['Ng5', 'h6'], ['Rhf1', 'c4'], ['Bh7+', '']]",0-1
