Bankia op,Bankia,1989.??.??,2,"Golod, Vitali","Shulman, Yuri",,,A41,"[['d4', 'd6'], ['Nf3', 'Bg4'], ['e4', 'Nf6'], ['Nc3', 'e6'], ['Be2', 'd5'], ['Bg5', 'Be7'], ['exd5', 'exd5'], ['Ne5', 'Be6\n'], ['O-O', 'O-O'], ['Bd3', 'Nc6'], ['Nxc6', 'bxc6'], ['Na4', 'h6'], ['Bh4', 'Nd7'], ['Bxe7', 'Qxe7'], ['Re1', 'c5\n'], ['Bb5', 'cxd4'], ['Bxd7', 'Qxd7'], ['Qxd4', 'Rfe8'], ['Nc5', 'Qc6'], ['Re5', 'f6'], ['Re2', 'Bf7'], ['Rae1', 'Rxe2\n'], ['Rxe2', 'Re8'], ['Re3', 'Rxe3'], ['Qxe3', 'Qd6'], ['c3', 'Bg6'], ['b4', 'Kf7'], ['f3', 'Qe7']]",1-0
Spring NAm GMA,Schaumburg USA,2006.04.20,6,"Krush,I","Shulman,Y",,,D31,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'c6'], ['e4', 'dxe4'], ['Nxe4', 'Bb4+'], ['Bd2', 'Qxd4'], ['Bxb4', 'Qxe4+'], ['Be2', 'Na6\n'], ['Ba5', 'b6'], ['Qd6', 'Bd7'], ['Bc3', 'f6'], ['Nf3', 'O-O-O'], ['Nd2', 'Qxg2'], ['Bf3', 'Qh3'], ['Qa3', 'Kb7\n'], ['Rg1', 'Qf5'], ['b4', 'Nh6'], ['O-O-O', 'g5'], ['Bh1', 'Qf4'], ['Kb2', 'e5'], ['Ne4', 'Bf5'], ['b5', 'Nc7\n'], ['bxc6+', 'Kb8'], ['Nxf6', 'Qxc4'], ['Ka1', 'Nf7'], ['Bb2', 'Qa6'], ['Qxa6', 'Nxa6'], ['Bd5', 'Nb4'], ['Bc3', 'Nxd5\n'], ['Nxd5', 'Rd6'], ['c7+', 'Kb7'], ['Ne7', 'Rxd1+'], ['Rxd1', 'Be6'], ['Rc1', 'Re8'], ['Bb4', 'a5'], ['Ba3', 'b5\n'], ['Nc6', 'Kxc7'], ['Nxa5+', 'Kb6'], ['Bb4', 'Rc8'], ['Rxc8', 'Bxc8'], ['Nb3', 'Kc6'], ['Kb2', 'g4'], ['Bd2', 'Nd6\n'], ['Bh6', 'Kd5'], ['Nd2', 'Kd4'], ['a3', 'Kd3'], ['Kc1', 'Ke2'], ['Bg7', 'Nf7'], ['Ne4', 'Kf3'], ['Nc5', 'Bf5\n'], ['Nb3', 'Kxf2']]",0-1
Spring NAm GMA,Schaumburg USA,2006.04.21,7,"Shulman,Y","Kriventsov,S",,,D24,"[['d4', 'd5'], ['c4', 'dxc4'], ['Nf3', 'Nf6'], ['Nc3', 'a6'], ['e4', 'b5'], ['e5', 'Nd5'], ['a4', 'e6'], ['axb5', 'Nb6\n'], ['Be2', 'Be7'], ['O-O', 'O-O'], ['Be3', 'Bb7'], ['Qc2', 'axb5'], ['Rxa8', 'Bxa8'], ['Nxb5', '']]",1-0
Spring NAm GMA,Schaumburg USA,2006.04.21,8,"Margvelashvili,G","Shulman,Y",,,E39,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['Qc2', 'c5'], ['dxc5', 'O-O'], ['a3', 'Bxc5'], ['Nf3', 'b6'], ['Bf4', 'Bb7\n'], ['e3', 'Nc6'], ['Rd1', 'Rc8'], ['Be2', 'Be7'], ['O-O', 'a6'], ['Ne5', 'Nxe5'], ['Bxe5', 'd6'], ['Bg3', 'Qc7\n'], ['Rd2', 'Qc6'], ['Bf3', 'Qc7'], ['Be2', 'Qc6'], ['Bf3', 'Qc7'], ['Be2', 'Qc6']]",1/2-1/2
Spring NAm GMA,Schaumburg USA,2006.04.22,9,"Shulman,Y","Friedel,J",,,A40,"[['d4', 'Nc6'], ['c4', 'e5'], ['d5', 'Nce7'], ['g3', 'c6'], ['Bg2', 'cxd5'], ['cxd5', 'Nf6'], ['Nf3', 'e4'], ['Ng5', 'Nexd5\n'], ['Nxe4', 'Bb4+'], ['Bd2', 'Be7'], ['Nbc3', 'O-O'], ['O-O', 'Nb6'], ['Be3', 'd5'], ['Nxf6+', 'Bxf6'], ['Bd4', 'Be6\n'], ['Rc1', 'Rc8'], ['b3', 'Bxd4'], ['Qxd4', 'Qf6'], ['Qxf6', 'gxf6'], ['Nb5', 'Rfd8'], ['Nxa7', 'Ra8'], ['Nb5', 'Rxa2\n'], ['Nd4', 'Kf8'], ['Rc7', 'Rd7'], ['Rc5', 'Ke7'], ['Rfc1', 'Kd8'], ['e3', 'Re7'], ['Bf1', 'Ra8'], ['Rb5', 'Rc7\n'], ['Rd1', 'Nc8'], ['e4', 'Rd7'], ['exd5', 'Bxd5'], ['Bh3', 'Rd6'], ['Bxc8', 'Bf3'], ['Bxb7', 'Bxd1'], ['Bxa8', 'Rxd4\n'], ['Rd5+', 'Rxd5'], ['Bxd5', 'Ke7'], ['b4', 'Be2'], ['f4', 'Bb5'], ['Kf2', 'f5'], ['Ke3', 'f6'], ['Kd4', 'Kd6\n'], ['Bc4', 'Bc6'], ['Bg8', 'h6'], ['Kc4', 'Bg2'], ['Kb5', '']]",1-0
34th World Open,Philadelphia USA,2006.07.03,6,"Ardaman,M","Shulman,Y",,,A00,"[['b4', 'e5'], ['a3', 'd5'], ['Bb2', 'Bd6'], ['Nc3', 'c6'], ['e4', 'Nf6'], ['exd5', 'cxd5'], ['Nb5', 'O-O'], ['Nf3', 'e4\n'], ['Nfd4', 'Be5'], ['Ne6', 'fxe6'], ['Bxe5', 'Nc6'], ['Bc7', 'Qd7'], ['Bd6', 'Rf7'], ['Bg3', 'e5'], ['Rb1', 'd4\n'], ['a4', 'Qd5'], ['c4', 'Qe6'], ['c5', 'd3'], ['Nd6', 'Nd4'], ['Rc1', 'Qa2'], ['Bxe5', 'Bg4'], ['Bxf6', 'Bxd1\n'], ['Bxd4', 'Bxa4'], ['h4', 'Rxf2'], ['Be3', 'Rff8']]",0-1
34th World Open,Philadelphia USA,2006.07.03,7,"Shulman,Y","Smith,Bry",,,E45,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'b6'], ['Ne2', 'Ba6'], ['a3', 'Bxc3+'], ['Nxc3', 'd5'], ['b3', 'O-O\n'], ['Be2', 'Nc6'], ['a4', 'Na5'], ['Ba3', 'Re8'], ['Rb1', 'e5'], ['O-O', 'exd4'], ['exd4', 'Qd7'], ['Re1', 'Rad8\n'], ['Bf3', 'Rxe1+'], ['Qxe1', 'dxc4'], ['b4', 'Nb3'], ['b5', 'Nxd4'], ['bxa6', 'Nxf3+'], ['gxf3', 'Qf5\n'], ['Qe2', 'Rd3'], ['Rd1', 'h6'], ['Rxd3', 'cxd3'], ['Qe3', 'Nd5'], ['Nxd5', 'Qxd5'], ['Bb4', 'Qb3'], ['Bd2', 'c5\n'], ['Qe8+', 'Kh7'], ['Qe4+', 'Kg8'], ['Qa8+', 'Kh7'], ['Qe4+', 'Kg8'], ['Kg2', 'Qc2'], ['Qe8+', 'Kh7'], ['Qe4+', 'Kg8\n'], ['Bf4', 'c4'], ['Qe8+', 'Kh7'], ['Qe4+', 'Kg8'], ['Qa8+', 'Kh7'], ['Qxa7', 'd2'], ['Bxd2', 'Qg6+'], ['Kh1', 'Qd3\n'], ['Kg2', 'Qg6+'], ['Kf1', 'Qd3+']]",1/2-1/2
34th World Open,Philadelphia USA,2006.07.04,8,"Harika,D","Shulman,Y",,,D43,"[['Nf3', 'd5'], ['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'c6'], ['Bg5', 'h6'], ['Bh4', 'dxc4'], ['e4', 'g5'], ['Bg3', 'b5'], ['Be2', 'Bb7\n'], ['h4', 'g4'], ['Ne5', 'Rg8'], ['Nxg4', 'Nxg4'], ['Bxg4', 'Nd7'], ['Bf3', 'Qb6'], ['a4', 'O-O-O'], ['O-O', 'e5\n'], ['Bg4', 'exd4'], ['Qf3', 'dxc3'], ['a5', 'Qc5'], ['Rad1', 'Rxg4'], ['Qxg4', 'c2'], ['Rd2', 'Be7'], ['Rc1', 'c3\n'], ['bxc3', 'Bf6'], ['Rcxc2', 'h5'], ['Qh3', 'Qc4'], ['Qf5', 'c5'], ['Rxd7', 'Rxd7'], ['Rd2', 'Qe6'], ['Qxc5+', 'Bc6\n'], ['Qf8+', 'Bd8'], ['Rxd7', 'Kxd7'], ['f3', 'Bxa5'], ['Qb8', 'Bb6+'], ['Kh2', 'Qe7'], ['Kh3', 'Qc5'], ['Qg8', 'Ke7']]",0-1
34th World Open,Philadelphia USA,2006.07.04,9,"Shulman,Y","Friedel,J",,,E10,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'c5'], ['d5', 'b5'], ['dxe6', 'fxe6'], ['cxb5', 'd5'], ['g3', 'Bd6'], ['Bg2', 'O-O\n'], ['O-O', 'Bb7'], ['Nbd2', 'Nbd7'], ['b3', 'Qb6'], ['Bb2', 'Rae8'], ['e4', 'Nxe4'], ['Nxe4', 'dxe4'], ['Nd2', 'Be5\n'], ['Bxe5', 'Nxe5'], ['Nxe4', 'Rd8'], ['Qe2', 'a6'], ['Ng5', 'Bxg2'], ['Kxg2', 'Rf5'], ['f4', 'axb5'], ['g4', 'Rxg5\n'], ['fxg5', 'Qc6+'], ['Kg1', 'Nd3'], ['Qf3', 'Qxf3'], ['Rxf3', 'c4'], ['Rd1', 'e5'], ['Re3', 'Rd4'], ['bxc4', 'bxc4\n'], ['h3', 'c3'], ['Rdxd3', 'c2'], ['Rc3', 'Rd1+'], ['Kf2', 'c1=Q'], ['Rxc1', 'Rxc1'], ['Rxe5', 'Rc2+'], ['Re2', 'Rc3\n'], ['Kg2', 'Kf7'], ['a4', 'Ra3'], ['Re4', 'Ra2+'], ['Kg1', 'Ra1+'], ['Kf2', 'Ra2+'], ['Kf1', 'Ra1+'], ['Ke2', 'Ra2+\n'], ['Kd1', 'Rh2'], ['a5', 'Ra2'], ['Re5', 'Rh2'], ['Kc1', 'Rxh3'], ['Kb2', 'Rh2+'], ['Kb3', 'Rh1'], ['Re2', 'Rg1\n'], ['Re4', 'Kg6'], ['a6', 'Rb1+'], ['Ka2', 'Rb8'], ['Re5', 'Ra8'], ['Ra5', 'Kf7'], ['a7', 'Ke6'], ['Kb3', 'Kd6\n'], ['Kb4', 'Kc6'], ['Ra6+', 'Kd5'], ['Kb5', 'Ke5'], ['Ra4', '']]",1-0
107th Annual US Open,Chicago USA,2006.08.05,1,"Skidmore,Jennifer M","Shulman,Y",,,B23,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['f4', 'g6'], ['Nf3', 'Bg7'], ['Bb5', 'Nd4'], ['O-O', 'Nxb5'], ['Nxb5', 'd5'], ['d3', 'a6\n'], ['Na3', 'e6'], ['c3', 'Ne7'], ['Qe1', 'O-O'], ['Ne5', 'b5'], ['Be3', 'd4'], ['cxd4', 'cxd4'], ['Bd2', 'f6\n'], ['Nf3', 'Nc6'], ['Rc1', 'Bb7'], ['Nc2', 'a5'], ['b4', 'Qb6'], ['Kh1', 'axb4'], ['Nxb4', 'Rfc8'], ['Qf2', 'Ra4\n'], ['Rb1', 'Bf8'], ['Nxc6', 'Bxc6'], ['Qh4', 'Qd8'], ['f5', 'exf5'], ['exf5', 'g5'], ['Qe1', 'Qd5'], ['Qe6+', 'Qxe6\n'], ['fxe6', 'Rxa2'], ['Bb4', 'Bxf3'], ['gxf3', 'Rcc2']]",0-1
107th Annual US Open,Chicago USA,2006.08.06,2,"Shulman,Y","Yang,Michael",,,A70,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'e6'], ['Nc3', 'exd5'], ['cxd5', 'd6'], ['e4', 'g6'], ['Bd3', 'Bg7'], ['h3', 'O-O\n'], ['Nf3', 'b5'], ['Nxb5', 'Re8'], ['O-O', 'Nxe4'], ['Bxe4', 'Rxe4'], ['Nc3', 'Re8'], ['Bf4', 'h6'], ['Qd2', 'g5\n'], ['Bh2', 'Na6'], ['Rfe1', 'Rxe1+'], ['Rxe1', 'Rb8'], ['Ne4', 'Rxb2'], ['Qe3', 'Bf8'], ['Nxd6', 'Bxd6\n'], ['Qe8+', 'Qxe8'], ['Rxe8+', 'Kg7'], ['Bxd6', 'Rb1+'], ['Kh2', 'Bb7'], ['Be5+', 'Kh7'], ['d6', 'Bxf3\n'], ['d7', 'Rd1'], ['d8=Q', 'Rxd8'], ['Rxd8', 'Bc6'], ['g4', 'f6'], ['Bxf6', 'Nb4'], ['a3', 'Nd5'], ['Rd6', 'Bb7\n'], ['Rd7+', 'Kg6'], ['Be5', '']]",1-0
107th Annual US Open,Chicago USA,2006.08.07,3,"Nienart,Christopher","Shulman,Y",,,B47,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nc3', 'Qc7'], ['Be2', 'Nf6'], ['O-O', 'a6'], ['Re1', 'Bc5\n'], ['Be3', 'd6'], ['Qd2', 'O-O'], ['Rad1', 'Ne5'], ['Nf3', 'Bb4'], ['Qd4', 'Nc6'], ['Qd3', 'Ng4'], ['Bf4', 'Nge5\n'], ['Qd2', 'b5'], ['a3', 'Bc5'], ['b4', 'Ba7'], ['Qxd6', 'Qxd6'], ['Rxd6', 'Bb8'], ['Bxe5', 'Nxe5'], ['Rd2', 'Bb7\n'], ['Red1', 'g6'], ['Rd8', 'Nxf3+']]",0-1
107th Annual US Open,Chicago USA,2006.08.08,4,"Shulman,Y","Land,Chris K",,,D46,"[['d4', 'd5'], ['c4', 'e6'], ['Nf3', 'c6'], ['e3', 'Nf6'], ['Bd3', 'Nbd7'], ['O-O', 'Bd6'], ['Nc3', 'O-O'], ['e4', 'dxc4\n'], ['Bxc4', 'e5'], ['Bg5', 'Qe7'], ['d5', 'Rd8'], ['Nd2', 'Nf8'], ['Qf3', 'b5'], ['Bb3', 'b4'], ['Nd1', 'cxd5\n'], ['Ne3', 'Bb7'], ['Bxd5', 'Ne6'], ['Bxf6', 'gxf6'], ['Ng4', 'Nf4'], ['Bxb7', 'Qxb7'], ['Nxf6+', 'Kg7\n'], ['Nd5', 'Nxd5'], ['exd5', 'Be7'], ['Qg3+', 'Kf8'], ['Qxe5', 'f6'], ['Qh5', 'Qxd5'], ['Qh6+', 'Kg8'], ['Nf3', 'a5\n'], ['Rae1', 'Bf8'], ['Qxf6', 'Bg7'], ['Qh4', 'Qxa2'], ['Ng5', 'h6'], ['Ne6', 'Rd7'], ['Qe4', 'Re8'], ['Qg6', 'Ra8\n'], ['Ng5', 'hxg5'], ['Re8+', 'Rxe8'], ['Qxe8+', 'Kh7'], ['Qxd7', 'Qxb2'], ['Qf5+', 'Kg8'], ['Re1', 'Bf8\n'], ['Qxg5+', 'Kf7'], ['Qxa5', '']]",1-0
107th Annual US Open,Chicago USA,2006.08.09,5,"Tate,E","Shulman,Y",,,C00,"[['e4', 'e6'], ['d3', 'd5'], ['Nd2', 'Nf6'], ['Ngf3', 'Nc6'], ['c3', 'a5'], ['e5', 'Nd7'], ['d4', 'f6'], ['Bb5', 'fxe5\n'], ['dxe5', 'Be7'], ['O-O', 'O-O'], ['Re1', 'Nc5'], ['Nd4', 'Bd7'], ['Bf1', 'Be8'], ['N2b3', 'Bg6'], ['Be3', 'Nxd4\n'], ['Nxd4', 'Qd7'], ['f3', 'Na6'], ['Qd2', 'c5'], ['Bb5', 'Qc8'], ['Nb3', 'a4'], ['Nc1', 'a3'], ['b3', 'd4'], ['Bf2', 'Rd8\n'], ['Ne2', 'dxc3'], ['Qxc3', 'Nc7'], ['Bc4', 'b5'], ['Nf4', 'bxc4'], ['Nxg6', 'hxg6'], ['Qxc4', 'Rd5'], ['b4', 'Ra4\n'], ['Qg4', 'Qe8']]",0-1
107th Annual US Open,Chicago USA,2006.08.10,6,"Shulman,Y","Benjamin,Joe",,,E10,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'Nc6'], ['a3', 'd6'], ['Nc3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['O-O', 'Re8\n'], ['Re1', 'a6'], ['e3', 'Rb8'], ['b4', 'e5'], ['Bb2', 'exd4'], ['exd4', 'Rxe1+'], ['Qxe1', 'Bg4'], ['Qd2', 'Qd7\n'], ['Re1', 'Re8'], ['Rxe8+', 'Qxe8'], ['d5', 'Bxf3'], ['Bxf3', 'Ne5'], ['Be2', 'Ned7'], ['Qc2', 'Ne4'], ['Nxe4', 'Bxb2\n'], ['Nxd6', 'Qe5'], ['Nxb7', 'Bxa3'], ['b5', 'axb5'], ['cxb5', 'Bf8'], ['Qa2', 'Nc5'], ['Nxc5', 'Bxc5'], ['Qc4', 'Bb6\n'], ['Kg2', 'Kg7'], ['h4', 'h5'], ['Qd3', '']]",1/2-1/2
107th Annual US Open,Chicago USA,2006.08.11,7,"Almeida Saenz,A","Shulman,Y",,,A45,"[['d4', 'Nf6'], ['Bg5', 'e6'], ['e4', 'h6'], ['Bxf6', 'Qxf6'], ['Nc3', 'Bb4'], ['Qd3', 'd5'], ['e5', 'Qd8'], ['a3', 'Be7\n'], ['f4', 'b6'], ['O-O-O', 'Ba6'], ['Qg3', 'O-O'], ['Bxa6', 'Nxa6'], ['f5', 'exf5'], ['Qd3', 'Nb8'], ['Qxf5', 'b5\n'], ['Nf3', 'b4'], ['axb4', 'Bxb4'], ['e6', 'Bxc3'], ['bxc3', 'Qd6'], ['exf7+', 'Rxf7'], ['Qe5', 'Qc6'], ['c4', 'dxc4\n'], ['d5', 'Qa4'], ['Qc3', 'Nd7'], ['Rd4', 'Nb6'], ['Ne5', 'Rf5'], ['Nxc4', 'Nxd5'], ['Qb2', 'Qe8'], ['Rhd1', 'Nf4\n'], ['Qa2', 'Ne2+'], ['Kd2', 'Kh8'], ['Rd3', 'Rf2'], ['Re3', 'Qd8+'], ['Ke1', 'Rf1+'], ['Kxf1', 'Qxd1+'], ['Kf2', 'Rf8+\n'], ['Rf3', 'Qg1+']]",0-1
107th Annual US Open,Chicago USA,2006.08.12,8,"Shulman,Y","Shabalov,A",,,D15,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'a6'], ['a4', 'e6'], ['Bg5', 'h6'], ['Bh4', 'dxc4'], ['a5', 'c5'], ['Bxf6', 'Qxf6\n'], ['d5', 'Qd8'], ['Ne5', 'Nd7'], ['Nxc4', 'Be7'], ['dxe6', 'fxe6'], ['g3', 'b5'], ['axb6', 'Bb7'], ['e4', 'O-O\n'], ['Bh3', 'Rf6'], ['Qb3', 'Nb8'], ['Rd1', 'Qf8'], ['Ne5', 'Rxf2'], ['Qxe6+', 'Kh7'], ['Qg6+', 'Kh8'], ['Qg4', 'Kh7\n'], ['Ng6', 'Qf6'], ['Nxe7', 'Nc6'], ['Ned5', 'Qf7'], ['Nf4', 'Bc8'], ['Rd7', 'Bxd7'], ['Qxd7', 'Qxd7'], ['Bxd7', '']]",1-0
107th Annual US Open,Chicago USA,2006.08.13,9,"Cordova,Em","Shulman,Y",,,D43,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['c4', 'e6'], ['Nc3', 'c6'], ['Bg5', 'h6'], ['Bxf6', 'Qxf6'], ['a3', 'Nd7'], ['e4', 'dxe4\n'], ['Nxe4', 'Qf4'], ['Bd3', 'Be7'], ['O-O', 'O-O'], ['Qe2', 'b6'], ['Rac1', 'c5'], ['Ned2', 'Nf6'], ['dxc5', 'bxc5\n'], ['Ne5', 'Bb7'], ['Ndf3', 'Rfd8'], ['g3', 'Bxf3']]",1/2-1/2
UTD GM Invitational,Dallas USA,2006.12.05,1,"Shulman,Y","Novikov,I",,,E16,"[['d4', 'd5'], ['c4', 'e6'], ['Nf3', 'Nf6'], ['g3', 'Bb4+'], ['Bd2', 'Be7'], ['Bg2', 'O-O'], ['O-O', 'c6'], ['Bf4', 'b6\n'], ['Nc3', 'Bb7'], ['Ne5', 'Nbd7'], ['e4', 'Nxe4'], ['Nxe4', 'dxe4'], ['Bxe4', 'Nxe5'], ['Bxe5', 'f6'], ['Qh5', 'g6\n'], ['Bxg6', 'hxg6'], ['Qxg6+', 'Kh8'], ['Qh6+', 'Kg8'], ['Qg6+', 'Kh8'], ['Qh6+', 'Kg8'], ['Qg6+', '']]",1/2-1/2
UTD GM Invitational,Dallas USA,2006.12.06,2,"Kuljasevic,D","Shulman,Y",,,E60,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nf3', 'Bg7'], ['g3', 'c5'], ['Nc3', 'Qa5'], ['Bg2', 'Nc6'], ['O-O', 'cxd4'], ['Nxd4', 'Qc5\n'], ['Ndb5', 'O-O'], ['Bf4', 'd6'], ['Rc1', 'Qh5'], ['Nc7', 'Bh3'], ['Nxa8', 'Ng4'], ['Qd5', 'e5'], ['Bxh3', 'Qxh3\n'], ['Qg2', 'Qh5'], ['Bd2', 'Rxa8'], ['f3', 'Nh6'], ['g4', 'Qh4'], ['Ne4', 'Qe7'], ['Bg5', 'Qe6'], ['Rfd1', 'Nd4\n'], ['e3', 'f5'], ['exd4', 'fxe4'], ['d5', 'Qd7'], ['fxe4', 'Nxg4'], ['Rf1', 'Rc8'], ['Rf3', 'Nh6'], ['Qh3', 'Ng4\n'], ['Qg2', 'Nh6'], ['Qh3', 'Ng4'], ['Rg3', 'h5'], ['Qg2', 'Kh7'], ['h3', 'Nh6'], ['Be3', 'Qe8'], ['Kh1', 'Ng8\n'], ['Rg1', 'Ne7'], ['Bg5', 'Ng8'], ['Bh4', 'Bh6'], ['Rxg6', 'Qf7'], ['Rxd6', 'Be3'], ['Rd7', 'Qxd7'], ['Qg6+', 'Kh8\n'], ['Bf6+', 'Nxf6'], ['Qxf6+', 'Kh7'], ['Qg6+', 'Kh8'], ['Qxh5+', '']]",1-0
UTD GM Invitational,Dallas USA,2006.12.07,3,"Shulman,Y","Kiewra,K",,,E92,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['Be2', 'e5'], ['Be3', 'exd4'], ['Nxd4', 'Re8\n'], ['f3', 'c6'], ['Bf2', 'd5'], ['exd5', 'cxd5'], ['c5', 'Nc6'], ['O-O', 'Nh5'], ['Qd2', 'Be5'], ['g3', 'Ng7\n'], ['Rfd1', 'Be6'], ['Ncb5', 'a6'], ['f4', 'axb5'], ['fxe5', 'Nxe5'], ['Nxb5', 'Qd7'], ['Nd6', 'Re7'], ['Qf4', 'Bg4\n'], ['Rxd5', 'Bxe2'], ['Rxe5', 'Rxe5'], ['Qxe5', 'Qe6'], ['Qxe6', 'Nxe6'], ['Nxb7', 'Rb8'], ['c6', 'Bf3\n'], ['Rc1', 'Bxc6'], ['Rxc6', 'Rxb7'], ['Rc2', 'Kf8'], ['Kf1', 'Ke7'], ['Ke2', 'Kd6'], ['Kd3', 'Kd5'], ['b3', 'h5\n'], ['Rc4', 'g5'], ['Kc3', 'f5'], ['a4', 'f4'], ['gxf4', 'gxf4'], ['a5', '']]",1-0
UTD GM Invitational,Dallas USA,2006.12.08,4,"Zivanic,M","Shulman,Y",,,D43,"[['d4', 'd5'], ['c4', 'e6'], ['Nf3', 'Nf6'], ['Nc3', 'c6'], ['Bg5', 'h6'], ['Bh4', 'dxc4'], ['e4', 'g5'], ['Bg3', 'b5'], ['Be2', 'Bb7\n'], ['h4', 'g4'], ['Ne5', 'Rg8'], ['Nxg4', 'Nxg4'], ['Bxg4', 'Nd7'], ['O-O', 'Qb6'], ['a4', 'a5'], ['e5', 'O-O-O\n'], ['Ne4', 'c5'], ['Nd6+', 'Bxd6'], ['exd6', 'cxd4'], ['axb5', 'f5'], ['Bf3', 'e5'], ['Ra4', 'Qxb5'], ['b3', 'c3\n'], ['Rc4+', 'Kb8'], ['Qd3', 'Nc5'], ['Qxf5', 'Nxb3'], ['Qd3', 'Ba6'], ['Qe4', 'Bb7'], ['Qd3', 'Ba6'], ['Qe4', 'Bb7\n'], ['Qd3', '']]",1/2-1/2
UTD GM Invitational,Dallas USA,2006.12.09,5,"Shulman,Y","Panchanathan,M",,,C02,"[['e4', 'e6'], ['d4', 'd5'], ['e5', 'c5'], ['c3', 'Nc6'], ['Nf3', 'Nh6'], ['Bd3', 'cxd4'], ['cxd4', 'Nf5'], ['Bxf5', 'exf5\n'], ['O-O', 'Qb6'], ['a3', 'Be6'], ['Nc3', 'Rc8'], ['Na4', 'Qa6'], ['b4', 'b5'], ['Nc5', 'Bxc5'], ['bxc5', 'O-O\n'], ['Bd2', 'Rb8'], ['Qc2', 'Qa4'], ['Qxa4', 'bxa4'], ['Rfb1', 'h6'], ['h4', 'f4'], ['Bxf4', 'Rb3'], ['Be3', 'Bf5\n'], ['Re1', 'Rfb8'], ['Bf4', 'R8b5'], ['e6', 'fxe6'], ['Bd6', 'Rxf3'], ['gxf3', 'Nxd4'], ['Red1', 'Nc6'], ['Ra2', 'Rb3\n'], ['Kg2', 'h5'], ['Re2', 'd4'], ['Bf4', 'Rxa3'], ['Rb2', 'Rb3'], ['Ra2', 'Rxf3'], ['Kxf3', 'Bg4+'], ['Ke4', 'Bxd1\n'], ['Bc1', 'Bb3'], ['Re2', 'Bd1'], ['Rd2', 'Bb3'], ['Re2', 'Bc4'], ['Re1', 'Ba2'], ['Bb2', 'Bd5+'], ['Kd3', 'e5\n'], ['Ra1', 'g5'], ['Rg1', 'g4'], ['Ra1', 'e4+'], ['Kd2', 'Bc4'], ['Bxd4', 'Nxd4'], ['Kc3', 'Nb3'], ['Kxc4', '']]",1-0
UTD GM Invitational,Dallas USA,2006.12.09,6,"Shulman,Y","Ramirez,Alej",,,A59,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'b5'], ['cxb5', 'a6'], ['bxa6', 'Bxa6'], ['Nc3', 'g6'], ['e4', 'Bxf1'], ['Kxf1', 'd6\n'], ['Nge2', 'Bg7'], ['h3', 'O-O'], ['Kg1', 'Nbd7'], ['Kh2', 'Qa5'], ['Qc2', 'Rfb8'], ['Rb1', 'Rb4'], ['Rd1', 'Rab8\n'], ['Kg1', 'Qa6'], ['b3', 'c4'], ['Nd4', 'cxb3'], ['axb3', 'Ne5'], ['Be3', 'Rc8'], ['Qd2', 'Nh5'], ['Na2', 'Rb7\n'], ['Nb4', 'Qa5'], ['Ndc6', 'Nxc6'], ['Nxc6', 'Qxd2'], ['Rxd2', 'Nf6'], ['f3', 'Kf8'], ['b4', 'Ra8'], ['b5', 'Nd7\n'], ['Rc2', 'f5'], ['b6', 'fxe4'], ['fxe4', 'Ke8'], ['Rb5', 'Ra3'], ['Na5', 'Rxe3'], ['Nxb7', 'Bd4'], ['Kf1', 'Bxb6\n'], ['Rc6', 'Bc5'], ['Rc8+', 'Kf7'], ['Rc7', 'Ke8'], ['Ra5', '']]",1-0
